"Class","Registry name","Ticking?"
"forestry.apiculture.multiblock.TileAlvearyPlain","forestry:alveary_plain","-"
"forestry.apiculture.multiblock.TileAlvearySieve","forestry:alveary_sieve","-"
"forestry.apiculture.multiblock.TileAlvearyStabiliser","forestry:alveary_stabiliser","-"
"forestry.apiculture.multiblock.TileAlvearySwarmer","forestry:alveary_swarmer","-"
"forestry.apiculture.tiles.TileApiaristChest","forestry:api_chest","yes"
"forestry.apiculture.tiles.TileApiary","forestry:apiary","yes"
"forestry.apiculture.tiles.TileBeeHouse","forestry:bee_house","yes"
"forestry.apiculture.tiles.TileCandle","forestry:candle","-"
"forestry.apiculture.tiles.TileHive","forestry:hive_wild","yes"
"forestry.arboriculture.tiles.TileArboristChest","forestry:arb_chest","yes"
"forestry.arboriculture.tiles.TileFruitPod","forestry:pods","-"
"forestry.arboriculture.tiles.TileLeaves","forestry:leaves","-"
"forestry.arboriculture.tiles.TileSapling","forestry:sapling","-"
"forestry.climatology.tiles.TileHabitatFormer","forestry:habitat_former","yes"
"forestry.core.tiles.TileAnalyzer","forestry:analyzer","yes"
"forestry.core.tiles.TileEscritoire","forestry:escritoire","yes"
"forestry.cultivation.tiles.TileArboretum","forestry:arboretum","yes"
"forestry.cultivation.tiles.TileBog","forestry:peat_bog","yes"
"forestry.cultivation.tiles.TileFarmCrops","forestry:farm_crop","yes"
"forestry.cultivation.tiles.TileFarmEnder","forestry:farm_ender","yes"
"forestry.cultivation.tiles.TileFarmGourd","forestry:farm_gourd","yes"
"forestry.cultivation.tiles.TileFarmMushroom","forestry:farm_mushroom","yes"
"forestry.cultivation.tiles.TileFarmNether","forestry:farm_nether","yes"
"forestry.database.tiles.TileDatabase","forestry:database","yes"
"forestry.energy.tiles.TileEngineBiogas","forestry:biogas","yes"
"forestry.energy.tiles.TileEngineClockwork","forestry:clockwork","yes"
"forestry.energy.tiles.TileEnginePeat","forestry:peat","yes"
"forestry.factory.tiles.TileBottler","forestry:bottler","yes"
"forestry.factory.tiles.TileCarpenter","forestry:carpenter","yes"
"forestry.factory.tiles.TileCentrifuge","forestry:centrifuge","yes"
"forestry.factory.tiles.TileFabricator","forestry:fabricator","yes"
"forestry.factory.tiles.TileFermenter","forestry:fermenter","yes"
"forestry.factory.tiles.TileMillRainmaker","forestry:rainmaker","yes"
"forestry.factory.tiles.TileMoistener","forestry:moistener","yes"
"forestry.factory.tiles.TileRaintank","forestry:raintank","yes"
"forestry.factory.tiles.TileSqueezer","forestry:squeezer","yes"
"forestry.factory.tiles.TileStill","forestry:still","yes"
"forestry.farming.tiles.TileFarmControl","forestry:farm_control","-"
"forestry.farming.tiles.TileFarmGearbox","forestry:farm_gearbox","-"
"forestry.farming.tiles.TileFarmHatch","forestry:farm_hatch","-"
"forestry.farming.tiles.TileFarmPlain","forestry:farm","-"
"forestry.farming.tiles.TileFarmValve","forestry:farm_valve","-"
"forestry.lepidopterology.tiles.TileCocoon","forestry:cocoon","-"
"forestry.lepidopterology.tiles.TileLepidopteristChest","forestry:lepi_chest","yes"
"forestry.mail.tiles.TileMailbox","forestry:mailbox","yes"
"forestry.mail.tiles.TileStampCollector","forestry:stamp_collector","yes"
"forestry.mail.tiles.TileTrader","forestry:trade_station","yes"
"forestry.sorting.tiles.TileGeneticFilter","forestry:genetic_filter","yes"
"forestry.worktable.tiles.TileWorktable","forestry:worktable","yes"
"fr.frinn.modularmagic.common.tile.TileAspectProvider$Input","modularmagic:tileaspectproviderinput","yes"
"fr.frinn.modularmagic.common.tile.TileAspectProvider$Output","modularmagic:tileaspectprovideroutput","yes"
"fr.frinn.modularmagic.common.tile.TileConstellationProvider","modularmagic:tileconstellationprovider","-"
"fr.frinn.modularmagic.common.tile.TileLifeEssenceProvider$Input","modularmagic:tilelifeessenceproviderinput","-"
"fr.frinn.modularmagic.common.tile.TileLifeEssenceProvider$Output","modularmagic:tilelifeessenceprovideroutput","-"
"fr.frinn.modularmagic.common.tile.TileStarlightInput","modularmagic:tilestarlightinput","yes"
"fr.frinn.modularmagic.common.tile.TileStarlightOutput","modularmagic:tilestarlightoutput","yes"
"fr.frinn.modularmagic.common.tile.TileWillProvider$Input","modularmagic:tilewillproviderinput","-"
"fr.frinn.modularmagic.common.tile.TileWillProvider$Output","modularmagic:tilewillprovideroutput","-"
"hellfirepvp.astralsorcery.common.tile.TileAltar","astralsorcery:tilealtar","yes"
"hellfirepvp.astralsorcery.common.tile.TileAttunementAltar","astralsorcery:tileattunementaltar","yes"
"hellfirepvp.astralsorcery.common.tile.TileAttunementRelay","astralsorcery:tileattunementrelay","yes"
"hellfirepvp.astralsorcery.common.tile.TileBore","astralsorcery:tilebore","yes"
"hellfirepvp.astralsorcery.common.tile.TileCelestialCrystals","astralsorcery:tilecelestialcrystals","yes"
"hellfirepvp.astralsorcery.common.tile.TileCelestialGateway","astralsorcery:tilecelestialgateway","yes"
"hellfirepvp.astralsorcery.common.tile.TileChalice","astralsorcery:tilechalice","yes"
"hellfirepvp.astralsorcery.common.tile.TileFakeTree","astralsorcery:tilefaketree","yes"
"hellfirepvp.astralsorcery.common.tile.TileGemCrystals","astralsorcery:tilegemcrystals","yes"
"hellfirepvp.astralsorcery.common.tile.TileGrindstone","astralsorcery:tilegrindstone","yes"
"hellfirepvp.astralsorcery.common.tile.TileIlluminator","astralsorcery:tileilluminator","yes"
"hellfirepvp.astralsorcery.common.tile.TileMapDrawingTable","astralsorcery:tilemapdrawingtable","yes"
"hellfirepvp.astralsorcery.common.tile.TileObservatory","astralsorcery:tileobservatory","yes"
"hellfirepvp.astralsorcery.common.tile.TileOreGenerator","astralsorcery:tileoregenerator","-"
"hellfirepvp.astralsorcery.common.tile.TileRitualLink","astralsorcery:tilerituallink","yes"
"hellfirepvp.astralsorcery.common.tile.TileRitualPedestal","astralsorcery:tileritualpedestal","yes"
"hellfirepvp.astralsorcery.common.tile.TileStarlightInfuser","astralsorcery:tilestarlightinfuser","yes"
"hellfirepvp.astralsorcery.common.tile.TileStructController","astralsorcery:tilestructcontroller","yes"
"hellfirepvp.astralsorcery.common.tile.TileStructuralConnector","astralsorcery:tilestructuralconnector","-"
"hellfirepvp.astralsorcery.common.tile.TileTelescope","astralsorcery:tiletelescope","-"
"hellfirepvp.astralsorcery.common.tile.TileTranslucent","astralsorcery:tiletranslucent","-"
"hellfirepvp.astralsorcery.common.tile.TileTreeBeacon","astralsorcery:tiletreebeacon","yes"
"hellfirepvp.astralsorcery.common.tile.TileVanishing","astralsorcery:tilevanishing","yes"
"hellfirepvp.astralsorcery.common.tile.TileWell","astralsorcery:tilewell","yes"
"hellfirepvp.astralsorcery.common.tile.network.TileCollectorCrystal","astralsorcery:tilecollectorcrystal","yes"
"hellfirepvp.astralsorcery.common.tile.network.TileCrystalLens","astralsorcery:tilecrystallens","yes"
"hellfirepvp.astralsorcery.common.tile.network.TileCrystalPrismLens","astralsorcery:tilecrystalprismlens","yes"
"hellfirepvp.modularmachinery.common.tiles.TileEnergyInputHatch","minecraft:tileenergyinputhatch","yes"
"hellfirepvp.modularmachinery.common.tiles.TileEnergyOutputHatch","minecraft:tileenergyoutputhatch","yes"
"hellfirepvp.modularmachinery.common.tiles.TileFluidInputHatch","minecraft:tilefluidinputhatch","-"
"hellfirepvp.modularmachinery.common.tiles.TileFluidOutputHatch","minecraft:tilefluidoutputhatch","-"
"hellfirepvp.modularmachinery.common.tiles.TileItemInputBus","minecraft:tileiteminputbus","-"
"hellfirepvp.modularmachinery.common.tiles.TileItemOutputBus","minecraft:tileitemoutputbus","-"
"hellfirepvp.modularmachinery.common.tiles.TileMachineController","minecraft:tilemachinecontroller","yes"
"hellfirepvp.modularmachinery.common.tiles.base.TileColorableMachineComponent","minecraft:tilecolorablemachinecomponent","-"
"hu.frontrider.arcana.blocks.effect.tiles.TileEssentiaMine","thaumic_arcana:essentia_mine","-"
"hu.frontrider.arcana.blocks.production.tile.TileArcaneSieve","thaumic_arcana:arcane_sieve","-"
"ipsis.woot.tileentity.TileEntityAnvil","minecraft:tile.woot_anvil","-"
"ipsis.woot.tileentity.TileEntityLayout","minecraft:tile.woot_layout","-"
"ipsis.woot.tileentity.TileEntityMobFactoryCell","minecraft:tile.woot_cell","-"
"ipsis.woot.tileentity.TileEntityMobFactoryController","minecraft:tile.woot_controller","-"
"ipsis.woot.tileentity.TileEntityMobFactoryExporter","minecraft:tile.woot_exporter","-"
"ipsis.woot.tileentity.TileEntityMobFactoryHeart","minecraft:tile.woot_factory","yes"
"ipsis.woot.tileentity.TileEntityMobFactoryImporter","minecraft:tile.woot_importer","-"
"ipsis.woot.tileentity.TileEntityMobFactoryStructure","minecraft:tile.woot_structure","-"
"ipsis.woot.tileentity.TileEntityMobFactoryUpgrade","minecraft:tile.woot_upgrade","-"
"its_meow.openscreens.common.tileentity.TileEntityFlatScreen","openscreens:flatscreen","yes"
"its_meow.openscreens.common.tileentity.TileEntityHoloScreen","openscreens:holoscreen","yes"
"jackyy.avaritiatweaks.compat.botania.tile.TileInfinitato","minecraft:avaritia_infinitato","yes"
"jds.bibliocraft.tileentities.BiblioLightTileEntity","minecraft:bibliolight","-"
"jds.bibliocraft.tileentities.TileEntityArmorStand","minecraft:armorstand","-"
"jds.bibliocraft.tileentities.TileEntityBell","minecraft:bell","yes"
"jds.bibliocraft.tileentities.TileEntityBookcase","minecraft:bookcase","-"
"jds.bibliocraft.tileentities.TileEntityCase","minecraft:case","-"
"jds.bibliocraft.tileentities.TileEntityClipboard","minecraft:clipboard","-"
"jds.bibliocraft.tileentities.TileEntityClock","minecraft:clock","yes"
"jds.bibliocraft.tileentities.TileEntityCookieJar","minecraft:cookiejar","yes"
"jds.bibliocraft.tileentities.TileEntityDesk","minecraft:desk","yes"
"jds.bibliocraft.tileentities.TileEntityDinnerPlate","minecraft:dinnerplate","-"
"jds.bibliocraft.tileentities.TileEntityDiscRack","minecraft:discrack","-"
"jds.bibliocraft.tileentities.TileEntityFancySign","minecraft:fancysign","-"
"jds.bibliocraft.tileentities.TileEntityFancyWorkbench","minecraft:fancyworkbench","-"
"jds.bibliocraft.tileentities.TileEntityFramedChest","minecraft:framedchest","yes"
"jds.bibliocraft.tileentities.TileEntityFurniturePaneler","minecraft:furniturepaneler","-"
"jds.bibliocraft.tileentities.TileEntityLabel","minecraft:label","-"
"jds.bibliocraft.tileentities.TileEntityMapFrame","minecraft:mapframe","yes"
"jds.bibliocraft.tileentities.TileEntityMarkerPole","minecraft:markerpole","-"
"jds.bibliocraft.tileentities.TileEntityPaintPress","minecraft:paintingpress","yes"
"jds.bibliocraft.tileentities.TileEntityPaintingBorderless","minecraft:paintingframeborderless","-"
"jds.bibliocraft.tileentities.TileEntityPaintingFancy","minecraft:paintingframefancy","-"
"jds.bibliocraft.tileentities.TileEntityPaintingFlat","minecraft:paintingframeflat","-"
"jds.bibliocraft.tileentities.TileEntityPaintingMiddle","minecraft:paintingframemiddle","-"
"jds.bibliocraft.tileentities.TileEntityPaintingSimple","minecraft:paintingframesimple","-"
"jds.bibliocraft.tileentities.TileEntityPotionShelf","minecraft:potionshelf","-"
"jds.bibliocraft.tileentities.TileEntityPrintPress","minecraft:printingpress","yes"
"jds.bibliocraft.tileentities.TileEntitySeat","minecraft:seat","yes"
"jds.bibliocraft.tileentities.TileEntityShelf","minecraft:shelf","-"
"jds.bibliocraft.tileentities.TileEntitySwordPedestal","minecraft:swordpedestal","-"
"jds.bibliocraft.tileentities.TileEntityTable","minecraft:table","yes"
"jds.bibliocraft.tileentities.TileEntityToolRack","minecraft:toolrack","-"
"jds.bibliocraft.tileentities.TileEntityTypeMachine","minecraft:typesettingtable","yes"
"jds.bibliocraft.tileentities.TileEntityTypewriter","minecraft:typewriter","yes"
"knightminer.tcomplement.melter.tileentity.TileAlloyTank","tcomplement:alloy_tank","yes"
"knightminer.tcomplement.melter.tileentity.TileHeater","tcomplement:heater","-"
"knightminer.tcomplement.melter.tileentity.TileMelter","tcomplement:melter","yes"
"knightminer.tcomplement.steelworks.tileentity.TileHighOven","tcomplement:high_oven","yes"
"knightminer.tcomplement.steelworks.tileentity.TileHighOvenItemProxy$TileChute","tcomplement:chute","-"
"knightminer.tcomplement.steelworks.tileentity.TileHighOvenItemProxy$TileDuct","tcomplement:duct","-"
"landmaster.plustic.tile.TECentrifugeCore","plustic:centrifuge_core","yes"
"landmaster.plustic.tile.TECentrifugeTank","plustic:centrifuge_tank","-"
"leppa.planarartifice.tiles.TileAlkimiumSmeltery","planarartifice:alkimiumsmeltery","yes"
"leppa.planarartifice.tiles.TileFluxScrubber","planarartifice:fluxscrubber","yes"
"leppa.planarartifice.tiles.TilePotionMixer","planarartifice:potionmixer","yes"
"leppa.planarartifice.tiles.TileTeleporter","planarartifice:mirrorteleporter","yes"
"li.cil.oc.common.tileentity.Adapter","oc:adapter","yes"
"li.cil.oc.common.tileentity.Assembler","oc:assembler","yes"
"li.cil.oc.common.tileentity.Cable","oc:cable","-"
"li.cil.oc.common.tileentity.Capacitor","oc:capacitor","-"
"li.cil.oc.common.tileentity.CarpetedCapacitor","oc:carpetedcapacitor","yes"
"li.cil.oc.common.tileentity.Case","oc:case","yes"
"li.cil.oc.common.tileentity.Charger","oc:charger","yes"
"li.cil.oc.common.tileentity.Disassembler","oc:disassembler","yes"
"li.cil.oc.common.tileentity.DiskDrive","oc:diskdrive","-"
"li.cil.oc.common.tileentity.Geolyzer","oc:geolyzer","-"
"li.cil.oc.common.tileentity.Hologram","oc:hologram","yes"
"li.cil.oc.common.tileentity.Keyboard","oc:keyboard","-"
"li.cil.oc.common.tileentity.Microcontroller","oc:microcontroller","yes"
"li.cil.oc.common.tileentity.MotionSensor","oc:motionsensor","yes"
"li.cil.oc.common.tileentity.NetSplitter","oc:netsplitter","-"
"li.cil.oc.common.tileentity.PowerConverter","oc:powerconverter","yes"
"li.cil.oc.common.tileentity.PowerDistributor","oc:powerdistributor","yes"
"li.cil.oc.common.tileentity.Print","oc:print","-"
"li.cil.oc.common.tileentity.Printer","oc:printer","yes"
"li.cil.oc.common.tileentity.Rack","oc:rack","yes"
"li.cil.oc.common.tileentity.Raid","oc:raid","-"
"li.cil.oc.common.tileentity.Redstone","oc:redstone","yes"
"li.cil.oc.common.tileentity.Relay","oc:relay","yes"
"li.cil.oc.common.tileentity.RobotProxy","oc:robot","yes"
"li.cil.oc.common.tileentity.Screen","oc:screen","yes"
"li.cil.oc.common.tileentity.Transposer","oc:transposer","-"
"li.cil.oc.common.tileentity.Waypoint","oc:waypoint","yes"
"lumien.randomthings.tileentity.TileEntityAdvancedItemCollector","randomthings:advanceditemcollector","yes"
"lumien.randomthings.tileentity.TileEntityAdvancedRedstoneRepeater","randomthings:configurablerepeater","-"
"lumien.randomthings.tileentity.TileEntityAdvancedRedstoneTorch","randomthings:advancedredstonetorch","-"
"lumien.randomthings.tileentity.TileEntityAnalogEmitter","randomthings:analogemitter","-"
"lumien.randomthings.tileentity.TileEntityAncientFurnace","randomthings:ancientfurnace","yes"
"lumien.randomthings.tileentity.TileEntityBiomeRadar","randomthings:biomeradar","yes"
"lumien.randomthings.tileentity.TileEntityBlockBreaker","randomthings:blockbreaker","yes"
"lumien.randomthings.tileentity.TileEntityBlockDestabilizer","randomthings:blockdestabilizer","yes"
"lumien.randomthings.tileentity.TileEntityBlockDiaphanous","randomthings:diaphanousblock","-"
"lumien.randomthings.tileentity.TileEntityChatDetector","randomthings:chatdetector","yes"
"lumien.randomthings.tileentity.TileEntityCreativePlayerInterface","randomthings:creativeplayerinterface","-"
"lumien.randomthings.tileentity.TileEntityCustomWorkbench","randomthings:customworkbench","-"
"lumien.randomthings.tileentity.TileEntityEnderAnchor","randomthings:enderanchor","yes"
"lumien.randomthings.tileentity.TileEntityEnderBridge","randomthings:enderbridge","yes"
"lumien.randomthings.tileentity.TileEntityEnderMailbox","randomthings:endermailbox","yes"
"lumien.randomthings.tileentity.TileEntityEntityDetector","randomthings:entitydetector","yes"
"lumien.randomthings.tileentity.TileEntityExtractionPlate","randomthings:extractionplate","yes"
"lumien.randomthings.tileentity.TileEntityFilteredRedirectorPlate","randomthings:filteredredirectorplate","-"
"lumien.randomthings.tileentity.TileEntityFilteredSuperLubricentPlatform","randomthings:filteredsuperlubricentplatform","-"
"lumien.randomthings.tileentity.TileEntityFlooBrick","randomthings:floobrick","-"
"lumien.randomthings.tileentity.TileEntityFluidDisplay","randomthings:fluiddisplay","-"
"lumien.randomthings.tileentity.TileEntityGlobalChatDetector","randomthings:globalchatdetector","yes"
"lumien.randomthings.tileentity.TileEntityIgniter","randomthings:igniter","-"
"lumien.randomthings.tileentity.TileEntityImbuingStation","randomthings:imbuingstation","yes"
"lumien.randomthings.tileentity.TileEntityInventoryRerouter","randomthings:inventoryrerouter","-"
"lumien.randomthings.tileentity.TileEntityInventoryTester","randomthings:inventorytester","yes"
"lumien.randomthings.tileentity.TileEntityIronDropper","randomthings:irondropper","yes"
"lumien.randomthings.tileentity.TileEntityItemCollector","randomthings:itemcollector","yes"
"lumien.randomthings.tileentity.TileEntityLightRedirector","randomthings:lightredirector","-"
"lumien.randomthings.tileentity.TileEntityLinkOrb","randomthings:linkorb","-"
"lumien.randomthings.tileentity.TileEntityNotificationInterface","randomthings:notificationinterface","-"
"lumien.randomthings.tileentity.TileEntityOnlineDetector","randomthings:onlinedetector","yes"
"lumien.randomthings.tileentity.TileEntityPeaceCandle","randomthings:peacecandle","-"
"lumien.randomthings.tileentity.TileEntityPlayerInterface","randomthings:playerinterface","-"
"lumien.randomthings.tileentity.TileEntityPotionVaporizer","randomthings:potionvaporizer","yes"
"lumien.randomthings.tileentity.TileEntityPrismarineEnderBridge","randomthings:prismarineenderbridge","yes"
"lumien.randomthings.tileentity.TileEntityProcessingPlate","randomthings:processingplate","yes"
"lumien.randomthings.tileentity.TileEntityRainShield","randomthings:rainshield","-"
"lumien.randomthings.tileentity.TileEntityRedstoneObserver","randomthings:redstoneobserver","-"
"lumien.randomthings.tileentity.TileEntityRuneBase","randomthings:runebase","-"
"lumien.randomthings.tileentity.TileEntitySlimeCube","randomthings:slimecore","-"
"lumien.randomthings.tileentity.TileEntitySoundBox","randomthings:soundbox","-"
"lumien.randomthings.tileentity.TileEntitySoundDampener","randomthings:sounddampener","-"
"lumien.randomthings.tileentity.TileEntitySpecialChest","randomthings:specialchest","yes"
"lumien.randomthings.tileentity.TileEntitySpectreCoil","randomthings:spectrecoil","yes"
"lumien.randomthings.tileentity.TileEntitySpectreEnergyInjector","randomthings:spectreenergyinjector","-"
"lumien.randomthings.tileentity.TileEntitySpectreLens","randomthings:spectrelens","yes"
"lumien.randomthings.tileentity.TileEntityVoxelProjector","randomthings:voxelprojector","yes"
"lumien.randomthings.tileentity.cores.TileEntityNatureCore","randomthings:naturecore","yes"
"lumien.randomthings.tileentity.redstoneinterface.TileEntityAdvancedRedstoneInterface","randomthings:advancedredstoneinterface","yes"
"lumien.randomthings.tileentity.redstoneinterface.TileEntityBasicRedstoneInterface","randomthings:basicredstoneinterface","yes"
"magicbees.tile.TileEntityEffectJar","minecraft:tileentitymagicbeeseffectjar","yes"
"mcjty.deepresonance.blocks.collector.EnergyCollectorTileEntity","deepresonance:energy_collector","yes"
"mcjty.deepresonance.blocks.crystalizer.CrystalizerTileEntity","deepresonance:crystalizer","yes"
"mcjty.deepresonance.blocks.crystals.ResonatingCrystalTileEntity","deepresonance:resonating_crystal","yes"
"mcjty.deepresonance.blocks.gencontroller.GeneratorControllerTileEntity","deepresonance:generator_controller","yes"
"mcjty.deepresonance.blocks.generator.GeneratorTileEntity","deepresonance:generator","yes"
"mcjty.deepresonance.blocks.laser.LaserTileEntity","deepresonance:laser","yes"
"mcjty.deepresonance.blocks.lens.LensTileEntity","deepresonance:lens","-"
"mcjty.deepresonance.blocks.pedestal.AdvancedPedestalTileEntity","deepresonance:advanced_pedestal","yes"
"mcjty.deepresonance.blocks.pedestal.PedestalTileEntity","deepresonance:pedestal","yes"
"mcjty.deepresonance.blocks.purifier.PurifierTileEntity","deepresonance:purifier","yes"
"mcjty.deepresonance.blocks.smelter.SmelterTileEntity","deepresonance:smelter","yes"
"mcjty.deepresonance.blocks.tank.TileTank","deepresonance:tank","-"
"mcjty.deepresonance.blocks.valve.ValveTileEntity","deepresonance:valve","yes"
"mcjty.lib.multipart.MultipartTE","mcjtylib_ng:multipart_te","-"
"mcjty.rftools.blocks.blockprotector.BlockProtectorTileEntity","rftools:block_protector","yes"
"mcjty.rftools.blocks.booster.BoosterTileEntity","rftools:booster","yes"
"mcjty.rftools.blocks.builder.BuilderTileEntity","rftools:builder","yes"
"mcjty.rftools.blocks.builder.SpaceChamberControllerTileEntity","rftools:space_chamber_controller","-"
"mcjty.rftools.blocks.crafter.CrafterBlockTileEntity1","rftools:crafter1","yes"
"mcjty.rftools.blocks.crafter.CrafterBlockTileEntity2","rftools:crafter2","yes"
"mcjty.rftools.blocks.crafter.CrafterBlockTileEntity3","rftools:crafter3","yes"
"mcjty.rftools.blocks.elevator.ElevatorTileEntity","rftools:elevator","yes"
"mcjty.rftools.blocks.endergen.EnderMonitorTileEntity","rftools:ender_monitor","yes"
"mcjty.rftools.blocks.endergen.EndergenicTileEntity","rftools:endergenic","yes"
"mcjty.rftools.blocks.endergen.PearlInjectorTileEntity","rftools:pearl_injector","yes"
"mcjty.rftools.blocks.environmental.EnvironmentalControllerTileEntity","rftools:environmental_controller","yes"
"mcjty.rftools.blocks.generator.CoalGeneratorTileEntity","rftools:coalgenerator","yes"
"mcjty.rftools.blocks.infuser.MachineInfuserTileEntity","rftools:machine_infuser","yes"
"mcjty.rftools.blocks.itemfilter.ItemFilterTileEntity","rftools:item_filter","-"
"mcjty.rftools.blocks.logic.analog.AnalogTileEntity","rftools:analog_block","-"
"mcjty.rftools.blocks.logic.counter.CounterTileEntity","rftools:counter_block","-"
"mcjty.rftools.blocks.logic.digit.DigitTileEntity","rftools:digit_block","-"
"mcjty.rftools.blocks.logic.invchecker.InvCheckerTileEntity","rftools:invchecker_block","yes"
"mcjty.rftools.blocks.logic.sensor.SensorTileEntity","rftools:sensor_block","yes"
"mcjty.rftools.blocks.logic.sequencer.SequencerTileEntity","rftools:sequencer_block","yes"
"mcjty.rftools.blocks.logic.threelogic.ThreeLogicTileEntity","rftools:logic_block","-"
"mcjty.rftools.blocks.logic.timer.TimerTileEntity","rftools:timer_block","yes"
"mcjty.rftools.blocks.logic.wire.WireTileEntity","rftools:wire_block","-"
"mcjty.rftools.blocks.logic.wireless.RedstoneReceiverTileEntity","rftools:redstone_receiver_block","yes"
"mcjty.rftools.blocks.logic.wireless.RedstoneTransmitterTileEntity","rftools:redstone_transmitter_block","-"
"mcjty.rftools.blocks.monitor.LiquidMonitorBlockTileEntity","rftools:liquid_monitor","yes"
"mcjty.rftools.blocks.monitor.RFMonitorBlockTileEntity","rftools:rf_monitor","yes"
"mcjty.rftools.blocks.powercell.PowerCellAdvancedTileEntity","rftools:powercell_advanced","yes"
"mcjty.rftools.blocks.powercell.PowerCellCreativeTileEntity","rftools:powercell_creative","yes"
"mcjty.rftools.blocks.powercell.PowerCellNormalTileEntity","rftools:powercell","yes"
"mcjty.rftools.blocks.powercell.PowerCellSimpleTileEntity","rftools:powercell_simple","yes"
"mcjty.rftools.blocks.relay.RelayTileEntity","rftools:relay","yes"
"mcjty.rftools.blocks.screens.CreativeScreenTileEntity","rftools:creative_screen","yes"
"mcjty.rftools.blocks.screens.ScreenControllerTileEntity","rftools:screen_controller","yes"
"mcjty.rftools.blocks.screens.ScreenHitTileEntity","rftools:screen_hitblock","-"
"mcjty.rftools.blocks.screens.ScreenTileEntity","rftools:screen","yes"
"mcjty.rftools.blocks.security.SecurityManagerTileEntity","rftools:security_manager","-"
"mcjty.rftools.blocks.shaper.ComposerTileEntity","rftools:composer","yes"
"mcjty.rftools.blocks.shaper.LocatorTileEntity","rftools:locator","yes"
"mcjty.rftools.blocks.shaper.ProjectorTileEntity","rftools:projector","yes"
"mcjty.rftools.blocks.shaper.RemoteScannerTileEntity","rftools:remote_scanner","yes"
"mcjty.rftools.blocks.shaper.ScannerTileEntity","rftools:scanner","yes"
"mcjty.rftools.blocks.shield.NoTickShieldBlockTileEntity","rftools:notick_invisible_shield_block","-"
"mcjty.rftools.blocks.shield.NoTickShieldSolidBlockTileEntity","rftools:notick_solid_shield_block","-"
"mcjty.rftools.blocks.shield.ShieldTileEntity","rftools:shield_block1","yes"
"mcjty.rftools.blocks.shield.ShieldTileEntity2","rftools:shield_block2","yes"
"mcjty.rftools.blocks.shield.ShieldTileEntity3","rftools:shield_block3","yes"
"mcjty.rftools.blocks.shield.ShieldTileEntity4","rftools:shield_block4","yes"
"mcjty.rftools.blocks.shield.TickShieldBlockTileEntity","rftools:invisible_shield_block","-"
"mcjty.rftools.blocks.shield.TickShieldSolidBlockTileEntity","rftools:solid_shield_block","-"
"mcjty.rftools.blocks.spawner.MatterBeamerTileEntity","rftools:matter_beamer","yes"
"mcjty.rftools.blocks.spawner.SpawnerTileEntity","rftools:spawner","yes"
"mcjty.rftools.blocks.storage.LevelEmitterTileEntity","rftools:level_emitter","yes"
"mcjty.rftools.blocks.storage.ModularStorageTileEntity","rftools:modular_storage","yes"
"mcjty.rftools.blocks.storage.RemoteStorageTileEntity","rftools:remote_storage","yes"
"mcjty.rftools.blocks.storage.StorageTerminalTileEntity","rftools:storage_terminal","-"
"mcjty.rftools.blocks.storagemonitor.StorageScannerTileEntity","rftools:storage_scanner","yes"
"mcjty.rftools.blocks.teleporter.DialingDeviceTileEntity","rftools:dialing_device","-"
"mcjty.rftools.blocks.teleporter.MatterReceiverTileEntity","rftools:matter_receiver","yes"
"mcjty.rftools.blocks.teleporter.MatterTransmitterTileEntity","rftools:matter_transmitter","yes"
"mcjty.rftools.blocks.teleporter.SimpleDialerTileEntity","rftools:simple_dialer","-"
"mcjty.rftoolscontrol.blocks.craftingstation.CraftingStationTileEntity","rftoolscontrol:craftingstation","-"
"mcjty.rftoolscontrol.blocks.multitank.MultiTankTileEntity","rftoolscontrol:tank","-"
"mcjty.rftoolscontrol.blocks.node.NodeTileEntity","rftoolscontrol:node","-"
"mcjty.rftoolscontrol.blocks.processor.ProcessorTileEntity","rftoolscontrol:processor","yes"
"mcjty.rftoolscontrol.blocks.programmer.ProgrammerTileEntity","rftoolscontrol:programmer","-"
"mcjty.rftoolscontrol.blocks.workbench.WorkbenchTileEntity","rftoolscontrol:workbench","-"
"mcjty.rftoolspower.blocks.InformationScreenTileEntity","rftoolspower:information_screen","yes"
"mcjty.rftoolspower.blocks.PowerCellTileEntity1","rftoolspower:cell1","yes"
"mcjty.rftoolspower.blocks.PowerCellTileEntity2","rftoolspower:cell2","yes"
"mcjty.rftoolspower.blocks.PowerCellTileEntity3","rftoolspower:cell3","yes"
"mcjty.xnet.blocks.cables.AdvancedConnectorTileEntity","xnet:advanced_connector","-"
"mcjty.xnet.blocks.cables.ConnectorTileEntity","xnet:connector","-"
"mcjty.xnet.blocks.controller.TileEntityController","xnet:controller","yes"
"mcjty.xnet.blocks.facade.FacadeTileEntity","xnet:facade","-"
"mcjty.xnet.blocks.router.TileEntityRouter","xnet:router","-"
"mcjty.xnet.blocks.wireless.TileEntityWirelessRouter","xnet:wireless_router","yes"
"mcmultipart.block.TileMultipartContainer","mcmultipart:multipart.nonticking","-"
"mcmultipart.block.TileMultipartContainer$Ticking","mcmultipart:multipart.ticking","yes"
"me.desht.pneumaticcraft.common.thirdparty.computercraft.TileEntityDroneInterface","pneumaticcraft:droneinterface","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAdvancedAirCompressor","pneumaticcraft:advancedaircompressor","yes"
