"ID","Name","Description","Parent"
"minecraft:recipes/building_blocks/lapis_block","minecraft:recipes/building_blocks/lapis_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/light_blue_concrete_powder","minecraft:recipes/building_blocks/light_blue_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/light_blue_stained_glass","minecraft:recipes/building_blocks/light_blue_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/light_blue_stained_hardened_clay","minecraft:recipes/building_blocks/light_blue_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/light_blue_wool","minecraft:recipes/building_blocks/light_blue_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/light_gray_concrete_powder","minecraft:recipes/building_blocks/light_gray_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/light_gray_stained_glass","minecraft:recipes/building_blocks/light_gray_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/light_gray_stained_hardened_clay","minecraft:recipes/building_blocks/light_gray_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/light_gray_wool","minecraft:recipes/building_blocks/light_gray_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/lime_concrete_powder","minecraft:recipes/building_blocks/lime_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/lime_stained_glass","minecraft:recipes/building_blocks/lime_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/lime_stained_hardened_clay","minecraft:recipes/building_blocks/lime_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/lime_wool","minecraft:recipes/building_blocks/lime_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/lit_pumpkin","minecraft:recipes/building_blocks/lit_pumpkin","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/magenta_concrete_powder","minecraft:recipes/building_blocks/magenta_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/magenta_stained_glass","minecraft:recipes/building_blocks/magenta_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/magenta_stained_hardened_clay","minecraft:recipes/building_blocks/magenta_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/magenta_wool","minecraft:recipes/building_blocks/magenta_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/magma","minecraft:recipes/building_blocks/magma","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/melon_block","minecraft:recipes/building_blocks/melon_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/mossy_cobblestone","minecraft:recipes/building_blocks/mossy_cobblestone","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/mossy_stonebrick","minecraft:recipes/building_blocks/mossy_stonebrick","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/nether_brick","minecraft:recipes/building_blocks/nether_brick","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/nether_brick_slab","minecraft:recipes/building_blocks/nether_brick_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/nether_brick_stairs","minecraft:recipes/building_blocks/nether_brick_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/nether_wart_block","minecraft:recipes/building_blocks/nether_wart_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/oak_planks","minecraft:recipes/building_blocks/oak_planks","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/oak_stairs","minecraft:recipes/building_blocks/oak_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/oak_wooden_slab","minecraft:recipes/building_blocks/oak_wooden_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/orange_concrete_powder","minecraft:recipes/building_blocks/orange_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/orange_stained_glass","minecraft:recipes/building_blocks/orange_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/orange_stained_hardened_clay","minecraft:recipes/building_blocks/orange_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/orange_wool","minecraft:recipes/building_blocks/orange_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/pillar_quartz_block","minecraft:recipes/building_blocks/pillar_quartz_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/pink_concrete_powder","minecraft:recipes/building_blocks/pink_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/pink_stained_glass","minecraft:recipes/building_blocks/pink_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/pink_stained_hardened_clay","minecraft:recipes/building_blocks/pink_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/pink_wool","minecraft:recipes/building_blocks/pink_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/polished_andesite","minecraft:recipes/building_blocks/polished_andesite","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/polished_diorite","minecraft:recipes/building_blocks/polished_diorite","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/polished_granite","minecraft:recipes/building_blocks/polished_granite","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/prismarine","minecraft:recipes/building_blocks/prismarine","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/prismarine_bricks","minecraft:recipes/building_blocks/prismarine_bricks","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/purple_concrete_powder","minecraft:recipes/building_blocks/purple_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/purple_stained_glass","minecraft:recipes/building_blocks/purple_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/purple_stained_hardened_clay","minecraft:recipes/building_blocks/purple_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/purple_wool","minecraft:recipes/building_blocks/purple_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/purpur_block","minecraft:recipes/building_blocks/purpur_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/purpur_pillar","minecraft:recipes/building_blocks/purpur_pillar","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/purpur_slab","minecraft:recipes/building_blocks/purpur_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/purpur_stairs","minecraft:recipes/building_blocks/purpur_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/quartz_block","minecraft:recipes/building_blocks/quartz_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/quartz_slab","minecraft:recipes/building_blocks/quartz_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/quartz_stairs","minecraft:recipes/building_blocks/quartz_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/red_concrete_powder","minecraft:recipes/building_blocks/red_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/red_nether_brick","minecraft:recipes/building_blocks/red_nether_brick","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/red_sandstone","minecraft:recipes/building_blocks/red_sandstone","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/red_sandstone_slab","minecraft:recipes/building_blocks/red_sandstone_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/red_sandstone_stairs","minecraft:recipes/building_blocks/red_sandstone_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/red_stained_glass","minecraft:recipes/building_blocks/red_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/red_stained_hardened_clay","minecraft:recipes/building_blocks/red_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/red_wool","minecraft:recipes/building_blocks/red_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/sandstone","minecraft:recipes/building_blocks/sandstone","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/sandstone_slab","minecraft:recipes/building_blocks/sandstone_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/sandstone_stairs","minecraft:recipes/building_blocks/sandstone_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/sea_lantern","minecraft:recipes/building_blocks/sea_lantern","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/smooth_red_sandstone","minecraft:recipes/building_blocks/smooth_red_sandstone","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/smooth_sandstone","minecraft:recipes/building_blocks/smooth_sandstone","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/snow","minecraft:recipes/building_blocks/snow","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/spruce_planks","minecraft:recipes/building_blocks/spruce_planks","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/spruce_stairs","minecraft:recipes/building_blocks/spruce_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/spruce_wooden_slab","minecraft:recipes/building_blocks/spruce_wooden_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/stone_brick_slab","minecraft:recipes/building_blocks/stone_brick_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/stone_brick_stairs","minecraft:recipes/building_blocks/stone_brick_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/stone_slab","minecraft:recipes/building_blocks/stone_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/stone_stairs","minecraft:recipes/building_blocks/stone_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/stonebrick","minecraft:recipes/building_blocks/stonebrick","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/string_to_wool","minecraft:recipes/building_blocks/string_to_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/white_concrete_powder","minecraft:recipes/building_blocks/white_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/white_stained_glass","minecraft:recipes/building_blocks/white_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/white_stained_hardened_clay","minecraft:recipes/building_blocks/white_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/yellow_concrete_powder","minecraft:recipes/building_blocks/yellow_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/yellow_stained_glass","minecraft:recipes/building_blocks/yellow_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/yellow_stained_hardened_clay","minecraft:recipes/building_blocks/yellow_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/yellow_wool","minecraft:recipes/building_blocks/yellow_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/arrow","minecraft:recipes/combat/arrow","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/bow","minecraft:recipes/combat/bow","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/diamond_boots","minecraft:recipes/combat/diamond_boots","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/diamond_chestplate","minecraft:recipes/combat/diamond_chestplate","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/diamond_helmet","minecraft:recipes/combat/diamond_helmet","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/diamond_leggings","minecraft:recipes/combat/diamond_leggings","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/diamond_sword","minecraft:recipes/combat/diamond_sword","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/golden_boots","minecraft:recipes/combat/golden_boots","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/golden_chestplate","minecraft:recipes/combat/golden_chestplate","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/golden_helmet","minecraft:recipes/combat/golden_helmet","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/golden_leggings","minecraft:recipes/combat/golden_leggings","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/golden_sword","minecraft:recipes/combat/golden_sword","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/iron_boots","minecraft:recipes/combat/iron_boots","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/iron_chestplate","minecraft:recipes/combat/iron_chestplate","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/iron_helmet","minecraft:recipes/combat/iron_helmet","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/iron_leggings","minecraft:recipes/combat/iron_leggings","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/iron_sword","minecraft:recipes/combat/iron_sword","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/leather_boots","minecraft:recipes/combat/leather_boots","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/leather_chestplate","minecraft:recipes/combat/leather_chestplate","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/leather_helmet","minecraft:recipes/combat/leather_helmet","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/leather_leggings","minecraft:recipes/combat/leather_leggings","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/shield","minecraft:recipes/combat/shield","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/spectral_arrow","minecraft:recipes/combat/spectral_arrow","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/stone_sword","minecraft:recipes/combat/stone_sword","<null>","minecraft:recipes/root"
"minecraft:recipes/combat/wooden_sword","minecraft:recipes/combat/wooden_sword","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/acacia_fence","minecraft:recipes/decorations/acacia_fence","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/anvil","minecraft:recipes/decorations/anvil","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/armor_stand","minecraft:recipes/decorations/armor_stand","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/birch_fence","minecraft:recipes/decorations/birch_fence","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/black_banner","minecraft:recipes/decorations/black_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/black_bed","minecraft:recipes/decorations/black_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/black_bed_from_white_bed","minecraft:recipes/decorations/black_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/black_carpet","minecraft:recipes/decorations/black_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/black_stained_glass_pane","minecraft:recipes/decorations/black_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/blue_banner","minecraft:recipes/decorations/blue_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/blue_bed","minecraft:recipes/decorations/blue_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/blue_bed_from_white_bed","minecraft:recipes/decorations/blue_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/blue_carpet","minecraft:recipes/decorations/blue_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/blue_stained_glass_pane","minecraft:recipes/decorations/blue_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/brown_banner","minecraft:recipes/decorations/brown_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/brown_bed","minecraft:recipes/decorations/brown_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/brown_bed_from_white_bed","minecraft:recipes/decorations/brown_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/brown_carpet","minecraft:recipes/decorations/brown_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/brown_stained_glass_pane","minecraft:recipes/decorations/brown_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/chest","minecraft:recipes/decorations/chest","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/cobblestone_wall","minecraft:recipes/decorations/cobblestone_wall","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/crafting_table","minecraft:recipes/decorations/crafting_table","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/cyan_banner","minecraft:recipes/decorations/cyan_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/cyan_bed","minecraft:recipes/decorations/cyan_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/cyan_bed_from_white_bed","minecraft:recipes/decorations/cyan_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/cyan_carpet","minecraft:recipes/decorations/cyan_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/cyan_stained_glass_pane","minecraft:recipes/decorations/cyan_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/dark_oak_fence","minecraft:recipes/decorations/dark_oak_fence","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/enchanting_table","minecraft:recipes/decorations/enchanting_table","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/end_crystal","minecraft:recipes/decorations/end_crystal","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/end_rod","minecraft:recipes/decorations/end_rod","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/ender_chest","minecraft:recipes/decorations/ender_chest","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/fence","minecraft:recipes/decorations/fence","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/flower_pot","minecraft:recipes/decorations/flower_pot","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/furnace","minecraft:recipes/decorations/furnace","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/glass_pane","minecraft:recipes/decorations/glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/gray_banner","minecraft:recipes/decorations/gray_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/gray_bed","minecraft:recipes/decorations/gray_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/gray_bed_from_white_bed","minecraft:recipes/decorations/gray_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/gray_carpet","minecraft:recipes/decorations/gray_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/gray_stained_glass_pane","minecraft:recipes/decorations/gray_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/green_banner","minecraft:recipes/decorations/green_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/green_bed","minecraft:recipes/decorations/green_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/green_bed_from_white_bed","minecraft:recipes/decorations/green_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/green_carpet","minecraft:recipes/decorations/green_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/green_stained_glass_pane","minecraft:recipes/decorations/green_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/iron_bars","minecraft:recipes/decorations/iron_bars","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/item_frame","minecraft:recipes/decorations/item_frame","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/jukebox","minecraft:recipes/decorations/jukebox","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/jungle_fence","minecraft:recipes/decorations/jungle_fence","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/ladder","minecraft:recipes/decorations/ladder","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_blue_banner","minecraft:recipes/decorations/light_blue_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_blue_bed","minecraft:recipes/decorations/light_blue_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_blue_bed_from_white_bed","minecraft:recipes/decorations/light_blue_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_blue_carpet","minecraft:recipes/decorations/light_blue_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_blue_stained_glass_pane","minecraft:recipes/decorations/light_blue_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_gray_banner","minecraft:recipes/decorations/light_gray_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_gray_bed","minecraft:recipes/decorations/light_gray_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_gray_bed_from_white_bed","minecraft:recipes/decorations/light_gray_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_gray_carpet","minecraft:recipes/decorations/light_gray_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/light_gray_stained_glass_pane","minecraft:recipes/decorations/light_gray_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/lime_banner","minecraft:recipes/decorations/lime_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/lime_bed","minecraft:recipes/decorations/lime_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/lime_bed_from_white_bed","minecraft:recipes/decorations/lime_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/lime_carpet","minecraft:recipes/decorations/lime_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/lime_stained_glass_pane","minecraft:recipes/decorations/lime_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/magenta_banner","minecraft:recipes/decorations/magenta_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/magenta_bed","minecraft:recipes/decorations/magenta_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/magenta_bed_from_white_bed","minecraft:recipes/decorations/magenta_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/magenta_carpet","minecraft:recipes/decorations/magenta_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/magenta_stained_glass_pane","minecraft:recipes/decorations/magenta_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/mossy_cobblestone_wall","minecraft:recipes/decorations/mossy_cobblestone_wall","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/nether_brick_fence","minecraft:recipes/decorations/nether_brick_fence","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/orange_banner","minecraft:recipes/decorations/orange_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/orange_bed","minecraft:recipes/decorations/orange_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/orange_bed_from_white_bed","minecraft:recipes/decorations/orange_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/orange_carpet","minecraft:recipes/decorations/orange_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/orange_stained_glass_pane","minecraft:recipes/decorations/orange_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/painting","minecraft:recipes/decorations/painting","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/pink_banner","minecraft:recipes/decorations/pink_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/pink_bed","minecraft:recipes/decorations/pink_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/pink_bed_from_white_bed","minecraft:recipes/decorations/pink_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/pink_carpet","minecraft:recipes/decorations/pink_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/pink_stained_glass_pane","minecraft:recipes/decorations/pink_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/purple_banner","minecraft:recipes/decorations/purple_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/purple_bed","minecraft:recipes/decorations/purple_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/purple_bed_from_white_bed","minecraft:recipes/decorations/purple_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/purple_carpet","minecraft:recipes/decorations/purple_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/purple_shulker_box","minecraft:recipes/decorations/purple_shulker_box","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/purple_stained_glass_pane","minecraft:recipes/decorations/purple_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/red_banner","minecraft:recipes/decorations/red_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/red_bed","minecraft:recipes/decorations/red_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/red_bed_from_white_bed","minecraft:recipes/decorations/red_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/red_carpet","minecraft:recipes/decorations/red_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/red_stained_glass_pane","minecraft:recipes/decorations/red_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/sign","minecraft:recipes/decorations/sign","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/slime","minecraft:recipes/decorations/slime","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/snow_layer","minecraft:recipes/decorations/snow_layer","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/spruce_fence","minecraft:recipes/decorations/spruce_fence","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/torch","minecraft:recipes/decorations/torch","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/white_banner","minecraft:recipes/decorations/white_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/white_bed","minecraft:recipes/decorations/white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/white_carpet","minecraft:recipes/decorations/white_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/white_stained_glass_pane","minecraft:recipes/decorations/white_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_banner","minecraft:recipes/decorations/yellow_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_bed","minecraft:recipes/decorations/yellow_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_bed_from_white_bed","minecraft:recipes/decorations/yellow_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_carpet","minecraft:recipes/decorations/yellow_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_stained_glass_pane","minecraft:recipes/decorations/yellow_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/food/beetroot_soup","minecraft:recipes/food/beetroot_soup","<null>","minecraft:recipes/root"
"minecraft:recipes/food/bread","minecraft:recipes/food/bread","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cake","minecraft:recipes/food/cake","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cookie","minecraft:recipes/food/cookie","<null>","minecraft:recipes/root"
"minecraft:recipes/food/golden_apple","minecraft:recipes/food/golden_apple","<null>","minecraft:recipes/root"
"minecraft:recipes/food/mushroom_stew","minecraft:recipes/food/mushroom_stew","<null>","minecraft:recipes/root"
"minecraft:recipes/food/pumpkin_pie","minecraft:recipes/food/pumpkin_pie","<null>","minecraft:recipes/root"
"minecraft:recipes/food/rabbit_stew_from_brown_mushroom","minecraft:recipes/food/rabbit_stew_from_brown_mushroom","<null>","minecraft:recipes/root"
"minecraft:recipes/food/rabbit_stew_from_red_mushroom","minecraft:recipes/food/rabbit_stew_from_red_mushroom","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/beacon","minecraft:recipes/misc/beacon","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bone_meal_from_block","minecraft:recipes/misc/bone_meal_from_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bone_meal_from_bone","minecraft:recipes/misc/bone_meal_from_bone","<null>","minecraft:recipes/root"
