+-----------------------------------------+---------------------------------------------------------------------------------------+--------------------------------------------+--------------------------------------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                                                                                                            |
| of the Block class in question. The actual final values may be different                                                                                                                                                  |
| for different states of the block, or they may depend on a TileEntity etc.                                                                                                                                                |
+-----------------------------------------+---------------------------------------------------------------------------------------+--------------------------------------------+--------------------------------------------+
| Mod name                                | Registry name                                                                         |                                   Hardness |                                 Resistance |
| Roots                                   | roots:runestone_trample                                                               |                                       1.40 |                                       7.00 |
| Roots                                   | roots:runestone_wall                                                                  |                                       1.70 |                                       8.50 |
| Roots                                   | roots:spirit_herb_crop                                                                |                                       0.00 |                                       0.00 |
| Roots                                   | roots:stalicripe_crop                                                                 |                                       0.00 |                                       0.00 |
| Roots                                   | roots:structure_marker                                                                |                                       0.10 |                                       0.50 |
| Roots                                   | roots:unending_bowl                                                                   |                                       1.40 |                                       7.00 |
| Roots                                   | roots:wildewheet_crop                                                                 |                                       0.00 |                                       0.00 |
| Roots                                   | roots:wildroot_crop                                                                   |                                       0.00 |                                       0.00 |
| Roots                                   | roots:wildwood_button                                                                 |                                       1.70 |                                       8.50 |
| Roots                                   | roots:wildwood_door                                                                   |                                       2.00 |                                      10.00 |
| Roots                                   | roots:wildwood_double_slab                                                            |                                       1.70 |                                       8.50 |
| Roots                                   | roots:wildwood_fence                                                                  |                                       2.00 |                                      10.00 |
| Roots                                   | roots:wildwood_ladder                                                                 |                                       2.00 |                                      10.00 |
| Roots                                   | roots:wildwood_leaves                                                                 |                                       0.80 |                                       4.00 |
| Roots                                   | roots:wildwood_log                                                                    |                                       2.00 |                                      10.00 |
| Roots                                   | roots:wildwood_planks                                                                 |                                       2.00 |                                      10.00 |
| Roots                                   | roots:wildwood_pressure_plate                                                         |                                       1.70 |                                       8.50 |
| Roots                                   | roots:wildwood_rune                                                                   |                                       1.40 |                                       7.00 |
| Roots                                   | roots:wildwood_sapling                                                                |                                       0.00 |                                       0.00 |
| Roots                                   | roots:wildwood_slab                                                                   |                                       1.70 |                                       8.50 |
| Roots                                   | roots:wildwood_stairs                                                                 |                                       1.70 |                                      10.00 |
| Roots                                   | roots:wildwood_trapdoor                                                               |                                       2.00 |                                      10.00 |
| Roots                                   | roots:wildwood_wall                                                                   |                                       1.70 |                                      10.00 |
| Simple Trophies                         | simple_trophies:trophy                                                                |                                       2.00 |                                       3.00 |
| SonarCore                               | sonarcore:clearstableglass                                                            |                                       0.60 |                                     150.00 |
| SonarCore                               | sonarcore:reinforceddirtblock                                                         |                                       1.00 |                                      60.00 |
| SonarCore                               | sonarcore:reinforceddirtbrick                                                         |                                       1.00 |                                      60.00 |
| SonarCore                               | sonarcore:reinforceddirtbrickfence                                                    |                                       2.00 |                                      30.00 |
| SonarCore                               | sonarcore:reinforceddirtbrickgate                                                     |                                       0.00 |                                       0.00 |
| SonarCore                               | sonarcore:reinforceddirtbrickstairs                                                   |                                       1.00 |                                      60.00 |
| SonarCore                               | sonarcore:reinforceddirtfence                                                         |                                       2.00 |                                      30.00 |
| SonarCore                               | sonarcore:reinforceddirtgate                                                          |                                       0.00 |                                       0.00 |
| SonarCore                               | sonarcore:reinforceddirtstairs                                                        |                                       1.00 |                                      60.00 |
| SonarCore                               | sonarcore:reinforcedstoneblock                                                        |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:reinforcedstonebrick                                                        |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:reinforcedstonebrickfence                                                   |                                       2.00 |                                      30.00 |
| SonarCore                               | sonarcore:reinforcedstonebrickgate                                                    |                                       0.00 |                                       0.00 |
| SonarCore                               | sonarcore:reinforcedstonebrickstairs                                                  |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:reinforcedstonefence                                                        |                                       2.00 |                                      30.00 |
| SonarCore                               | sonarcore:reinforcedstonegate                                                         |                                       0.00 |                                       0.00 |
| SonarCore                               | sonarcore:reinforcedstonestairs                                                       |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stableglass                                                                 |                                       0.60 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_black                                                           |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_blue                                                            |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_brown                                                           |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_cyan                                                            |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_green                                                           |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_lightblue                                                       |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_lightgrey                                                       |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_lime                                                            |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_magenta                                                         |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_normal                                                          |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_orange                                                          |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_pink                                                            |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_plain                                                           |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_purple                                                          |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_red                                                             |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestone_yellow                                                          |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_black                                                |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_blue                                                 |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_brown                                                |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_cyan                                                 |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_green                                                |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_lightblue                                            |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_lightgrey                                            |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_lime                                                 |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_magenta                                              |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_normal                                               |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_orange                                               |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_pink                                                 |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_plain                                                |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_purple                                               |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_red                                                  |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestoneblackrimmed_yellow                                               |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_black                                                     |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_blue                                                      |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_brown                                                     |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_cyan                                                      |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_green                                                     |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_lightblue                                                 |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_lightgrey                                                 |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_lime                                                      |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_magenta                                                   |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_normal                                                    |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_orange                                                    |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_pink                                                      |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_plain                                                     |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_purple                                                    |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_red                                                       |                                       2.00 |                                     150.00 |
| SonarCore                               | sonarcore:stablestonerimmed_yellow                                                    |                                       2.00 |                                     150.00 |
| Soot                                    | soot:alchemy_gauge                                                                    |                                       1.60 |                                       8.00 |
| Soot                                    | soot:alchemy_globe                                                                    |                                       1.60 |                                       8.00 |
| Soot                                    | soot:alchemy_pedestal                                                                 |                                       1.60 |                                       8.00 |
| Soot                                    | soot:alchemy_tablet                                                                   |                                       1.60 |                                       8.00 |
| Soot                                    | soot:archaic_big_bricks                                                               |                                       1.60 |                                       8.00 |
| Soot                                    | soot:archaic_big_bricks_slab                                                          |                                       1.60 |                                       8.00 |
| Soot                                    | soot:archaic_big_bricks_stairs                                                        |                                       1.60 |                                       8.00 |
| Soot                                    | soot:archaic_bricks_slab                                                              |                                       1.60 |                                       8.00 |
| Soot                                    | soot:archaic_bricks_stairs                                                            |                                       1.60 |                                       8.00 |
| Soot                                    | soot:archaic_tile_slab                                                                |                                       1.60 |                                       8.00 |
| Soot                                    | soot:archaic_tile_stairs                                                              |                                       1.60 |                                       8.00 |
| Soot                                    | soot:beam_cannon                                                                      |                                       1.60 |                                       8.00 |
| Soot                                    | soot:caminite_clay                                                                    |                                       1.60 |                                       8.00 |
| Soot                                    | soot:caminite_large_tile                                                              |                                       1.60 |                                       8.00 |
| Soot                                    | soot:caminite_large_tile_slab                                                         |                                       1.60 |                                       8.00 |
| Soot                                    | soot:caminite_large_tile_stairs                                                       |                                       1.60 |                                       8.00 |
| Soot                                    | soot:caminite_tiles                                                                   |                                       1.60 |                                       8.00 |
| Soot                                    | soot:caminite_tiles_slab                                                              |                                       1.60 |                                       8.00 |
| Soot                                    | soot:caminite_tiles_stairs                                                            |                                       1.60 |                                       8.00 |
| Soot                                    | soot:crystal_cell                                                                     |                                       1.00 |                                       5.00 |
| Soot                                    | soot:dawnstone_anvil                                                                  |                                       1.60 |                                       8.00 |
| Soot                                    | soot:distillation_pipe                                                                |                                       1.60 |                                       8.00 |
| Soot                                    | soot:ember_bore                                                                       |                                       1.00 |                                       5.00 |
| Soot                                    | soot:ember_burst                                                                      |                                       0.00 |                                       0.00 |
| Soot                                    | soot:heat_coil                                                                        |                                       1.00 |                                       5.00 |
| Soot                                    | soot:insulation                                                                       |                                       1.60 |                                       8.00 |
| Soot                                    | soot:mech_accessor                                                                    |                                       1.00 |                                       5.00 |
| Soot                                    | soot:mixer                                                                            |                                       1.00 |                                       5.00 |
| Soot                                    | soot:redstone_bin                                                                     |                                       1.00 |                                       5.00 |
| Soot                                    | soot:scale                                                                            |                                       1.60 |                                       8.00 |
| Soot                                    | soot:sealed_keg                                                                       |                                       1.60 |                                       8.00 |
| Soot                                    | soot:sealed_pillar                                                                    |                                       1.60 |                                       8.00 |
| Soot                                    | soot:sealed_planks_slab                                                               |                                       1.60 |                                       8.00 |
| Soot                                    | soot:sealed_planks_stairs                                                             |                                       1.60 |                                      12.50 |
| Soot                                    | soot:sealed_tile                                                                      |                                       1.60 |                                       8.00 |
| Soot                                    | soot:sealed_tile_slab                                                                 |                                       1.60 |                                       8.00 |
| Soot                                    | soot:sealed_tile_stairs                                                               |                                       1.60 |                                       8.00 |
| Soot                                    | soot:stamper                                                                          |                                       1.00 |                                       5.00 |
| Soot                                    | soot:still                                                                            |                                       1.60 |                                       8.00 |
| Soot                                    | soot:sulfur_ore                                                                       |                                       1.60 |                                       8.00 |
| Soot                                    | soot:wrought_platform                                                                 |                                       1.60 |                                       8.00 |
| Soot                                    | soot:wrought_platform_slab                                                            |                                       1.60 |                                       8.00 |
| Soot                                    | soot:wrought_tile                                                                     |                                       1.60 |                                       8.00 |
| Spike Mod                               | spikemod:diamond_spike                                                                |                                       1.00 |                                       3.00 |
| Spike Mod                               | spikemod:extra_sharp_spike                                                            |                                       1.00 |                                       3.00 |
| Spike Mod                               | spikemod:freezing_spike                                                               |                                       1.00 |                                       3.00 |
| Spike Mod                               | spikemod:golden_spike                                                                 |                                       1.00 |                                       3.00 |
| Spike Mod                               | spikemod:hot_spike                                                                    |                                       1.00 |                                       3.00 |
| Spike Mod                               | spikemod:iron_spike                                                                   |                                       1.00 |                                       3.00 |
| Spike Mod                               | spikemod:looting_spike                                                                |                                       1.00 |                                       3.00 |
| Spike Mod                               | spikemod:stone_spike                                                                  |                                       1.00 |                                       3.00 |
| Spike Mod                               | spikemod:wooden_spike                                                                 |                                       1.00 |                                       3.00 |
| Steve's Carts 2                         | stevescarts:blockactivator                                                            |                                       2.00 |                                      10.00 |
| Steve's Carts 2                         | stevescarts:blockadvdetector                                                          |                                       2.00 |                                      10.00 |
| Steve's Carts 2                         | stevescarts:blockcargomanager                                                         |                                       2.00 |                                      10.00 |
| Steve's Carts 2                         | stevescarts:blockcartassembler                                                        |                                       2.00 |                                      10.00 |
| Steve's Carts 2                         | stevescarts:blockdetector                                                             |                                       2.00 |                                      10.00 |
| Steve's Carts 2                         | stevescarts:blockdistributor                                                          |                                       2.00 |                                      10.00 |
| Steve's Carts 2                         | stevescarts:blockjunction                                                             |                                       2.00 |                                      10.00 |
| Steve's Carts 2                         | stevescarts:blockliquidmanager                                                        |                                       2.00 |                                      10.00 |
| Steve's Carts 2                         | stevescarts:blockmetalstorage                                                         |                                       2.00 |                                      30.00 |
| Steve's Carts 2                         | stevescarts:upgrade                                                                   |                                       2.00 |                                      10.00 |
| Stone Crafting Table                    | sct:stone_crafting_table                                                              |                                       5.00 |                                      25.00 |
| Storage Drawers                         | storagedrawers:basicdrawers                                                           |                                       5.00 |                                      25.00 |
| Storage Drawers                         | storagedrawers:compdrawers                                                            |                                       5.00 |                                      25.00 |
| Storage Drawers                         | storagedrawers:controller                                                             |                                       5.00 |                                      25.00 |
| Storage Drawers                         | storagedrawers:controllerslave                                                        |                                       5.00 |                                      25.00 |
| Storage Drawers                         | storagedrawers:customdrawers                                                          |                                       5.00 |                                      25.00 |
| Storage Drawers                         | storagedrawers:customtrim                                                             |                                       5.00 |                                      25.00 |
| Storage Drawers                         | storagedrawers:framingtable                                                           |                                       2.50 |                                      12.50 |
| Storage Drawers                         | storagedrawers:keybutton                                                              |                                       5.00 |                                      25.00 |
| Storage Drawers                         | storagedrawers:trim                                                                   |                                       5.00 |                                      25.00 |
| Storage Drawers Extras                  | storagedrawersextra:extra_drawers                                                     |                                       5.00 |                                      25.00 |
| Storage Drawers Extras                  | storagedrawersextra:extra_trim_0                                                      |                                       5.00 |                                      25.00 |
| Storage Drawers Extras                  | storagedrawersextra:extra_trim_1                                                      |                                       5.00 |                                      25.00 |
| Storage Drawers Extras                  | storagedrawersextra:extra_trim_2                                                      |                                       5.00 |                                      25.00 |
| Storage Drawers Extras                  | storagedrawersextra:extra_trim_3                                                      |                                       5.00 |                                      25.00 |
| Super Factory Manager                   | superfactorymanager:cable                                                             |                                       0.40 |                                       2.00 |
| Super Factory Manager                   | superfactorymanager:cable_breaker                                                     |                                       1.20 |                                       6.00 |
| Super Factory Manager                   | superfactorymanager:cable_bud                                                         |                                       1.20 |                                       6.00 |
| Super Factory Manager                   | superfactorymanager:cable_camouflage                                                  |                                       1.20 |                                       6.00 |
| Super Factory Manager                   | superfactorymanager:cable_cluster                                                     |                                       2.00 |                                      10.00 |
| Super Factory Manager                   | superfactorymanager:cable_input                                                       |                                       1.20 |                                       6.00 |
| Super Factory Manager                   | superfactorymanager:cable_intake                                                      |                                       1.20 |                                       6.00 |
| Super Factory Manager                   | superfactorymanager:cable_output                                                      |                                       1.20 |                                       6.00 |
| Super Factory Manager                   | superfactorymanager:cable_relay                                                       |                                       1.20 |                                       6.00 |
| Super Factory Manager                   | superfactorymanager:cable_sign                                                        |                                       1.20 |                                       6.00 |
| Super Factory Manager                   | superfactorymanager:manager                                                           |                                       2.00 |                                      10.00 |
| Super Sound Muffler                     | supersoundmuffler:sound_muffler                                                       |                                       0.10 |                                      30.00 |
| Tech Reborn                             | techreborn:adjustable_su                                                              |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:alarm                                                                      |                                       1.00 |                                       5.00 |
| Tech Reborn                             | techreborn:alloy_smelter                                                              |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:assembling_machine                                                         |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:assembly_machine                                                           |                                       0.00 |                                       0.00 |
| Tech Reborn                             | techreborn:auto_crafting_table                                                        |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:cable                                                                      |                                       1.00 |                                      24.00 |
| Tech Reborn                             | techreborn:charge_o_mat                                                               |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:chemical_reactor                                                           |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:chunk_loader                                                               |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:compressor                                                                 |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:computer_cube                                                              |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:creative_quantum_chest                                                     |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:creative_quantum_tank                                                      |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:creative_solar_panel                                                       |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:diesel_generator                                                           |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:digital_chest                                                              |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:distillation_tower                                                         |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:dragon_egg_syphon                                                          |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:electric_furnace                                                           |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:extractor                                                                  |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:fluid_replicator                                                           |                                       2.00 |                                      10.00 |
| Tech Reborn                             | techreborn:fusion_coil                                                                |                                       2.00 |                                      10.00 |
