+--------------------------------------+----------------------------------------------------------------------------+----------+----------------------------------------------+------------------------------------------------------------+
| OreDict Key                          | Registry name                                                              | Meta/dmg | Display name                                 | NBT                                                        |
| listAllcitrus                        | extratrees:food                                                            |       14 | Buddhas Hand                                 |                                                            |
| listAllcitrus                        | extratrees:food                                                            |       15 | Citron                                       |                                                            |
| listAllcitrus                        | extratrees:food                                                            |       16 | Finger Lime                                  |                                                            |
| listAllcitrus                        | extratrees:food                                                            |       17 | Key Lime                                     |                                                            |
| listAllcitrus                        | extratrees:food                                                            |       18 | Manderin                                     |                                                            |
| listAllcitrus                        | extratrees:food                                                            |       21 | Tangerine                                    |                                                            |
| listAllcitrus                        | extratrees:food                                                            |       38 | Osange Orange                                |                                                            |
| listAllfruit                         | extratrees:food                                                            |        0 | Crabapple                                    |                                                            |
| listAllfruit                         | extratrees:food                                                            |        1 | Orange                                       |                                                            |
| listAllfruit                         | extratrees:food                                                            |        2 | Kumquat                                      |                                                            |
| listAllfruit                         | extratrees:food                                                            |        3 | Lime                                         |                                                            |
| listAllfruit                         | extratrees:food                                                            |        4 | Wild Cherry                                  |                                                            |
| listAllfruit                         | extratrees:food                                                            |        5 | Sour Cherry                                  |                                                            |
| listAllfruit                         | extratrees:food                                                            |        6 | Black Cherry                                 |                                                            |
| listAllfruit                         | extratrees:food                                                            |        7 | Blackthorn                                   |                                                            |
| listAllfruit                         | extratrees:food                                                            |        8 | Cherry Plum                                  |                                                            |
| listAllfruit                         | extratrees:food                                                            |       10 | Apricot                                      |                                                            |
| listAllfruit                         | extratrees:food                                                            |       11 | Grapefruit                                   |                                                            |
| listAllfruit                         | extratrees:food                                                            |       12 | Peach                                        |                                                            |
| listAllfruit                         | extratrees:food                                                            |       13 | Satsuma                                      |                                                            |
| listAllfruit                         | extratrees:food                                                            |       14 | Buddhas Hand                                 |                                                            |
| listAllfruit                         | extratrees:food                                                            |       15 | Citron                                       |                                                            |
| listAllfruit                         | extratrees:food                                                            |       16 | Finger Lime                                  |                                                            |
| listAllfruit                         | extratrees:food                                                            |       17 | Key Lime                                     |                                                            |
| listAllfruit                         | extratrees:food                                                            |       18 | Manderin                                     |                                                            |
| listAllfruit                         | extratrees:food                                                            |       19 | Nectarine                                    |                                                            |
| listAllfruit                         | extratrees:food                                                            |       20 | Pomelo                                       |                                                            |
| listAllfruit                         | extratrees:food                                                            |       21 | Tangerine                                    |                                                            |
| listAllfruit                         | extratrees:food                                                            |       22 | Pear                                         |                                                            |
| listAllfruit                         | extratrees:food                                                            |       23 | Sand Pear                                    |                                                            |
| listAllfruit                         | extratrees:food                                                            |       28 | Banana                                       |                                                            |
| listAllfruit                         | extratrees:food                                                            |       29 | Red Banana                                   |                                                            |
| listAllfruit                         | extratrees:food                                                            |       30 | Plantain                                     |                                                            |
| listAllfruit                         | extratrees:food                                                            |       32 | Fig                                          |                                                            |
| listAllfruit                         | extratrees:food                                                            |       34 | Elderberry                                   |                                                            |
| listAllfruit                         | extratrees:food                                                            |       38 | Osange Orange                                |                                                            |
| listAllfruit                         | extratrees:food                                                            |       41 | Blackcurrant                                 |                                                            |
| listAllfruit                         | extratrees:food                                                            |       42 | Redcurrant                                   |                                                            |
| listAllfruit                         | extratrees:food                                                            |       43 | Blackberry                                   |                                                            |
| listAllfruit                         | extratrees:food                                                            |       44 | Raspberry                                    |                                                            |
| listAllfruit                         | extratrees:food                                                            |       45 | Blueberry                                    |                                                            |
| listAllfruit                         | extratrees:food                                                            |       46 | Cranberry                                    |                                                            |
| listAllfruit                         | extratrees:food                                                            |       47 | Juniper                                      |                                                            |
| listAllfruit                         | extratrees:food                                                            |       48 | Gooseberry                                   |                                                            |
| listAllfruit                         | extratrees:food                                                            |       49 | Golden Raspberry                             |                                                            |
| listAllfruit                         | extratrees:food                                                            |       52 | Avacado                                      |                                                            |
| listAllfruit                         | extratrees:food                                                            |       57 | Mango                                        |                                                            |
| listAllfruit                         | extratrees:food                                                            |       58 | Starfruit                                    |                                                            |
| listAllherb                          | bewitchment:garlic                                                         |        0 | Garlic                                       |                                                            |
| listAllmeatcooked                    | minecraft:cooked_beef                                                      |    32767 | (WILDCARD)                                   |                                                            |
| listAllmeatcooked                    | minecraft:cooked_chicken                                                   |    32767 | (WILDCARD)                                   |                                                            |
| listAllmeatcooked                    | minecraft:cooked_fish                                                      |    32767 | (WILDCARD)                                   |                                                            |
| listAllmeatcooked                    | minecraft:cooked_mutton                                                    |    32767 | (WILDCARD)                                   |                                                            |
| listAllmeatcooked                    | minecraft:cooked_porkchop                                                  |    32767 | (WILDCARD)                                   |                                                            |
| listAllmeatcooked                    | minecraft:cooked_rabbit                                                    |    32767 | (WILDCARD)                                   |                                                            |
| listAllnut                           | extratrees:food                                                            |        9 | Almond                                       |                                                            |
| listAllnut                           | extratrees:food                                                            |       24 | Hazelnut                                     |                                                            |
| listAllnut                           | extratrees:food                                                            |       25 | Butternut                                    |                                                            |
| listAllnut                           | extratrees:food                                                            |       26 | Beechnut                                     |                                                            |
| listAllnut                           | extratrees:food                                                            |       27 | Pecan Nut                                    |                                                            |
| listAllnut                           | extratrees:food                                                            |       31 | Brazil Nut                                   |                                                            |
| listAllnut                           | extratrees:food                                                            |       33 | Acorn                                        |                                                            |
| listAllnut                           | extratrees:food                                                            |       50 | Coconut                                      |                                                            |
| listAllnut                           | extratrees:food                                                            |       51 | Cashew                                       |                                                            |
| listAllnut                           | extratrees:food                                                            |       59 | Candlenut                                    |                                                            |
| listAllpepper                        | extratrees:food                                                            |       55 | Chilli                                       |                                                            |
| listAllseed                          | bewitchment:aconitum_seeds                                                 |        0 | Aconitum Seeds                               |                                                            |
| listAllseed                          | bewitchment:belladonna_seeds                                               |        0 | Belladonna Seeds                             |                                                            |
| listAllseed                          | bewitchment:garlic_seeds                                                   |        0 | Garlic Seeds                                 |                                                            |
| listAllseed                          | bewitchment:hellebore_seeds                                                |        0 | Hellebore Seeds                              |                                                            |
| listAllseed                          | bewitchment:mandrake_seeds                                                 |        0 | Mandrake Seeds                               |                                                            |
| listAllseed                          | bewitchment:white_sage_seeds                                               |        0 | White Sage Seeds                             |                                                            |
| listAllseed                          | bewitchment:wormwood_seeds                                                 |        0 | Wormwood Seeds                               |                                                            |
| listAllspice                         | extratrees:food                                                            |       36 | Gingko Nut                                   |                                                            |
| listAllspice                         | extratrees:food                                                            |       39 | Clove                                        |                                                            |
| listAllspice                         | extratrees:food                                                            |       53 | Nutmeg                                       |                                                            |
| listAllspice                         | extratrees:food                                                            |       54 | Allspice                                     |                                                            |
| listAllspice                         | extratrees:food                                                            |       56 | Star Anise                                   |                                                            |
| listAllveggie                        | randomthings:beans                                                         |        0 | Bean                                         |                                                            |
| livingRoot                           | botania:manaresource                                                       |       20 | Living Root                                  |                                                            |
| livingrock                           | botania:livingrock                                                         |        0 | Livingrock                                   |                                                            |
| livingwood                           | botania:livingwood                                                         |        0 | Livingwood                                   |                                                            |
| livingwoodTwig                       | botania:manaresource                                                       |        3 | Livingwood Twig                              |                                                            |
| logElvenwood                         | botanicadds:elvenwood_log                                                  |        0 | Elvenwood Log                                |                                                            |
| logEnder                             | thaumicbases:enderlogs                                                     |        0 | Ender Oak Wood                               |                                                            |
| logGolden                            | thaumicbases:goldenlogs                                                    |        0 | Golden Oak Wood                              |                                                            |
| logNether                            | thaumicbases:netherlogs                                                    |        0 | Hellish Oak Wood                             |                                                            |
| logRubber                            | techreborn:rubber_log                                                      |        0 | Rubber Wood                                  |                                                            |
| logRubber                            | techreborn:rubber_log                                                      |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | bewitchment:cypress_wood                                                   |        0 | Cypress Wood                                 |                                                            |
| logWood                              | bewitchment:elder_wood                                                     |        0 | Elder Wood                                   |                                                            |
| logWood                              | bewitchment:juniper_wood                                                   |        0 | Juniper Wood                                 |                                                            |
| logWood                              | bewitchment:yew_wood                                                       |        0 | Yew Wood                                     |                                                            |
| logWood                              | extratrees:logs.0                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.1                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.2                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.3                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.4                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.5                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.6                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.7                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.8                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.9                                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.0                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.1                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.2                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.3                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.4                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.5                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.6                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.7                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.8                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | extratrees:logs.fireproof.9                                                |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.0                                                            |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.1                                                            |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.2                                                            |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.3                                                            |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.4                                                            |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.5                                                            |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.6                                                            |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.7                                                            |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.fireproof.0                                                  |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.fireproof.1                                                  |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.fireproof.2                                                  |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.fireproof.3                                                  |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.fireproof.4                                                  |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.fireproof.5                                                  |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.fireproof.6                                                  |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.fireproof.7                                                  |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.vanilla.fireproof.0                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | forestry:logs.vanilla.fireproof.1                                          |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | integrateddynamics:menril_log                                              |        0 | Menril Wood                                  |                                                            |
| logWood                              | integrateddynamics:menril_log_filled                                       |        0 | Enriched Menril Wood                         |                                                            |
| logWood                              | minecraft:log                                                              |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | minecraft:log2                                                             |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | mysticalworld:charred_log                                                  |        0 | Charred Log                                  |                                                            |
| logWood                              | naturalpledge:alt_log0                                                     |        0 | Dry Iridescent Log                           |                                                            |
| logWood                              | naturalpledge:alt_log0                                                     |        1 | Golden Iridescent Log                        |                                                            |
| logWood                              | naturalpledge:alt_log0                                                     |        2 | Vivid Iridescent Log                         |                                                            |
| logWood                              | naturalpledge:alt_log0                                                     |        3 | Scorched Iridescent Log                      |                                                            |
| logWood                              | naturalpledge:alt_log1                                                     |        0 | Infused Iridescent Log                       |                                                            |
| logWood                              | naturalpledge:alt_log1                                                     |        1 | Mutated Iridescent Log                       |                                                            |
| logWood                              | naturalpledge:aurora_log                                                   |        0 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:calico_log                                                   |        0 | Calico Log                                   |                                                            |
| logWood                              | naturalpledge:circuit_log                                                  |        0 | Circuitree Log                               |                                                            |
| logWood                              | naturalpledge:iris_log0                                                    |        0 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log0                                                    |        1 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log0                                                    |        2 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log0                                                    |        3 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log1                                                    |        0 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log1                                                    |        1 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log1                                                    |        2 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log1                                                    |        3 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log2                                                    |        0 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log2                                                    |        1 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log2                                                    |        2 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log2                                                    |        3 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log3                                                    |        0 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log3                                                    |        1 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log3                                                    |        2 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:iris_log3                                                    |        3 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:rainbow_log                                                  |        0 | Iridescent Log                               |                                                            |
| logWood                              | naturalpledge:seal_log                                                     |        0 | Sealing Oak Log                              |                                                            |
| logWood                              | naturalpledge:thunder_log                                                  |        0 | Thunderous Oak Log                           |                                                            |
| logWood                              | randomthings:spectrelog                                                    |        0 | Spectre Wood                                 |                                                            |
| logWood                              | roots:wildwood_log                                                         |        0 | Wildwood Log                                 |                                                            |
| logWood                              | techreborn:rubber_log                                                      |        0 | Rubber Wood                                  |                                                            |
| logWood                              | techreborn:rubber_log                                                      |    32767 | (WILDCARD)                                   |                                                            |
| logWood                              | thaumcraft:log_greatwood                                                   |        0 | Greatwood Log                                |                                                            |
| logWood                              | thaumcraft:log_silverwood                                                  |        0 | Silverwood Log                               |                                                            |
| logWood                              | xencraft:xen_log                                                           |        0 | Xen Wood                                     |                                                            |
| lumpSalt                             | bewitchment:salt                                                           |        0 | Salt                                         |                                                            |
| machineBasic                         | techreborn:machine_frame                                                   |        0 | Basic Machine Frame                          |                                                            |
| machineBlockAdvanced                 | techreborn:machine_frame                                                   |        1 | Advanced Machine Frame                       |                                                            |
| machineBlockBasic                    | techreborn:machine_frame                                                   |        0 | Basic Machine Frame                          |                                                            |
| machineBlockElite                    | techreborn:machine_frame                                                   |        2 | Highly Advanced Machine Frame                |                                                            |
| machineBlockHighlyAdvanced           | techreborn:machine_frame                                                   |        2 | Highly Advanced Machine Frame                |                                                            |
| manaDiamond                          | botania:manaresource                                                       |        2 | Mana Diamond                                 |                                                            |
| manaPearl                            | botania:manaresource                                                       |        1 | Mana Pearl                                   |                                                            |
| manaString                           | botania:manaresource                                                       |       16 | Mana Infused String                          |                                                            |
| materialBeeswax                      | bewitchment:tallow                                                         |        0 | Tallow                                       |                                                            |
| materialEnderPearl                   | minecraft:ender_pearl                                                      |        0 | Ender Pearl                                  |                                                            |
| materialPressedWax                   | bewitchment:tallow                                                         |        0 | Tallow                                       |                                                            |
| materialResin                        | techreborn:part                                                            |       31 | Sap                                          |                                                            |
| materialRubber                       | techreborn:part                                                            |       32 | Rubber                                       |                                                            |
| materialSalt                         | bewitchment:salt                                                           |        0 | Salt                                         |                                                            |
| materialScrap                        | techreborn:part                                                            |       33 | Scrap                                        |                                                            |
| materialScrapBox                     | techreborn:scrapbox                                                        |        0 | Scrap Box                                    |                                                            |
| materialWax                          | bewitchment:tallow                                                         |        0 | Tallow                                       |                                                            |
| mossyCobblestone                     | thaumicbases:oldcobblemossy                                                |        0 | Ancient Mossy Cobblestone                    |                                                            |
