Mod:Item:MetaData, Localized Name
bibliocraft:framedchest:0, Oak Framed Chest
bibliocraft:framedchest:1, Spruce Framed Chest
bibliocraft:framedchest:2, Birch Framed Chest
bibliocraft:framedchest:3, Jungle Framed Chest
bibliocraft:framedchest:4, Acacia Framed Chest
bibliocraft:framedchest:5, Dark Oak Framed Chest
bibliocraft:framedchest:6, Framed Framed Chest
bibliocraft:fancysign:0, Oak Fancy Sign
bibliocraft:fancysign:1, Spruce Fancy Sign
bibliocraft:fancysign:2, Birch Fancy Sign
bibliocraft:fancysign:3, Jungle Fancy Sign
bibliocraft:fancysign:4, Acacia Fancy Sign
bibliocraft:fancysign:5, Dark Oak Fancy Sign
bibliocraft:fancysign:6, Framed Fancy Sign
bibliocraft:fancyworkbench:0, Oak Fancy Workbench
bibliocraft:fancyworkbench:1, Spruce Fancy Workbench
bibliocraft:fancyworkbench:2, Birch Fancy Workbench
bibliocraft:fancyworkbench:3, Jungle Fancy Workbench
bibliocraft:fancyworkbench:4, Acacia Fancy Workbench
bibliocraft:fancyworkbench:5, Dark Oak Workbench
bibliocraft:fancyworkbench:6, Framed Fancy Workbench
bibliocraft:potionshelf:0, Oak Potion Shelf
bibliocraft:potionshelf:1, Spruce Potion Shelf
bibliocraft:potionshelf:2, Birch Potion Shelf
bibliocraft:potionshelf:3, Jungle Potion Shelf
bibliocraft:potionshelf:4, Acacia Potion Shelf
bibliocraft:potionshelf:5, Dark Oak Potion Shelf
bibliocraft:potionshelf:6, Framed Potion Shelf
bibliocraft:toolrack:0, Oak Tool Rack
bibliocraft:toolrack:1, Spruce Tool Rack
bibliocraft:toolrack:2, Birch Tool Rack
bibliocraft:toolrack:3, Jungle Tool Rack
bibliocraft:toolrack:4, Acacia Tool Rack
bibliocraft:toolrack:5, Dark Oak Tool Rack
bibliocraft:toolrack:6, Framed Tool Rack
bibliocraft:label:0, Oak Wood Label
bibliocraft:label:1, Spruce Wood Label
bibliocraft:label:2, Birch Wood Label
bibliocraft:label:3, Jungle Wood Label
bibliocraft:label:4, Acacia Label
bibliocraft:label:5, Dark Oak Label
bibliocraft:label:6, Framed Label
bibliocraft:desk:0, Oak Desk
bibliocraft:desk:1, Spruce Desk
bibliocraft:desk:2, Birch Desk
bibliocraft:desk:3, Jungle Desk
bibliocraft:desk:4, Acacia Desk
bibliocraft:desk:5, Dark Oak Desk
bibliocraft:desk:6, Framed Desk
bibliocraft:table:0, Oak Table
bibliocraft:table:1, Spruce Table
bibliocraft:table:2, Birch Table
bibliocraft:table:3, Jungle Table
bibliocraft:table:4, Acacia Table
bibliocraft:table:5, Dark Oak Table
bibliocraft:table:6, Framed Table
bibliocraft:seat:0, Oak Seat
bibliocraft:seat:1, Spruce Seat
bibliocraft:seat:2, Birch Seat
bibliocraft:seat:3, Jungle Seat
bibliocraft:seat:4, Acacia Seat
bibliocraft:seat:5, Dark Oak Seat
bibliocraft:seat:6, Framed Seat
bibliocraft:clock:0, Oak Clock
bibliocraft:clock:1, Spruce Clock
bibliocraft:clock:2, Birch Clock
bibliocraft:clock:3, Jungle Clock
bibliocraft:clock:4, Acacia Clock
bibliocraft:clock:5, Dark Oak Clock
bibliocraft:clock:6, Framed Clock
bibliocraft:case:0, Oak Case
bibliocraft:case:1, Spruce Case
bibliocraft:case:2, Birch Case
bibliocraft:case:3, Jungle Case
bibliocraft:case:4, Acacia Case
bibliocraft:case:5, Dark Oak Case
bibliocraft:case:6, Framed Case
bibliocraft:mapframe:0, Oak Map Frame
bibliocraft:mapframe:1, Spruce Map Frame
bibliocraft:mapframe:2, Birch Map Frame
bibliocraft:mapframe:3, Jungle Map Frame
bibliocraft:mapframe:4, Acacia Map Frame
bibliocraft:mapframe:5, Dark Oak Map Frame
bibliocraft:mapframe:6, Framed Map Frame
bibliocraft:paintingframeflat:0, Oak Painting Frame
bibliocraft:paintingframeflat:1, Spruce Painting Frame
bibliocraft:paintingframeflat:2, Birch Painting Frame
bibliocraft:paintingframeflat:3, Jungle Painting Frame
bibliocraft:paintingframeflat:4, Acacia Painting Frame
bibliocraft:paintingframeflat:5, Dark Oak Painting Frame
bibliocraft:paintingframeflat:6, Framed Painting Frame
bibliocraft:paintingframesimple:0, Oak Painting Frame
bibliocraft:paintingframesimple:1, Spruce Painting Frame
bibliocraft:paintingframesimple:2, Birch Painting Frame
bibliocraft:paintingframesimple:3, Jungle Painting Frame
bibliocraft:paintingframesimple:4, Acacia Painting Frame
bibliocraft:paintingframesimple:5, Dark Oak Painting Frame
bibliocraft:paintingframesimple:6, Framed Painting Frame
bibliocraft:paintingframemiddle:0, Oak Painting Frame
bibliocraft:paintingframemiddle:1, Spruce Painting Frame
bibliocraft:paintingframemiddle:2, Birch Painting Frame
bibliocraft:paintingframemiddle:3, Jungle Painting Frame
bibliocraft:paintingframemiddle:4, Acacia Painting Frame
bibliocraft:paintingframemiddle:5, Dark Oak Painting Frame
bibliocraft:paintingframemiddle:6, Framed Painting Frame
bibliocraft:paintingframefancy:0, Oak Painting Frame
bibliocraft:paintingframefancy:1, Spruce Painting Frame
bibliocraft:paintingframefancy:2, Birch Painting Frame
bibliocraft:paintingframefancy:3, Jungle Painting Frame
bibliocraft:paintingframefancy:4, Acacia Painting Frame
bibliocraft:paintingframefancy:5, Dark Oak Painting Frame
bibliocraft:paintingframefancy:6, Framed Painting Frame
bibliocraft:paintingframeborderless:0, Oak Painting Frame
bibliocraft:paintingframeborderless:1, Spruce Painting Frame
bibliocraft:paintingframeborderless:2, Birch Painting Frame
bibliocraft:paintingframeborderless:3, Jungle Painting Frame
bibliocraft:paintingframeborderless:4, Acacia Painting Frame
bibliocraft:paintingframeborderless:5, Dark Oak Painting Frame
bibliocraft:paintingframeborderless:6, Framed Painting Frame
bibliocraft:paintingpress, Painting Press
bibliocraft:typewriter:0, White Typewriter
bibliocraft:typewriter:1, Light Gray Typewriter
bibliocraft:typewriter:2, Gray Typewriter
bibliocraft:typewriter:3, Black Typewriter
bibliocraft:typewriter:4, Red Typewriter
bibliocraft:typewriter:5, Orange Typewriter
bibliocraft:typewriter:6, Yellow Typewriter
bibliocraft:typewriter:7, Lime Typewriter
bibliocraft:typewriter:8, Green Typewriter
bibliocraft:typewriter:9, Cyan Typewriter
bibliocraft:typewriter:10, Light Blue Typewriter
bibliocraft:typewriter:11, Blue Typewriter
bibliocraft:typewriter:12, Purple Typewriter
bibliocraft:typewriter:13, Magenta Typewriter
bibliocraft:typewriter:14, Pink Typewriter
bibliocraft:typewriter:15, Brown Typewriter
bibliocraft:swordpedestal:0, Sword Pedestal
bibliocraft:swordpedestal:1, Sword Pedestal
bibliocraft:swordpedestal:2, Sword Pedestal
bibliocraft:swordpedestal:3, Sword Pedestal
bibliocraft:swordpedestal:4, Sword Pedestal
bibliocraft:swordpedestal:5, Sword Pedestal
bibliocraft:swordpedestal:6, Sword Pedestal
bibliocraft:swordpedestal:7, Sword Pedestal
bibliocraft:swordpedestal:8, Sword Pedestal
bibliocraft:swordpedestal:9, Sword Pedestal
bibliocraft:swordpedestal:10, Sword Pedestal
bibliocraft:swordpedestal:11, Sword Pedestal
bibliocraft:swordpedestal:12, Sword Pedestal
bibliocraft:swordpedestal:13, Sword Pedestal
bibliocraft:swordpedestal:14, Sword Pedestal
bibliocraft:swordpedestal:15, Sword Pedestal
bibliocraft:armorstand:0, Oak Armor Stand
bibliocraft:armorstand:1, Spruce Armor Stand
bibliocraft:armorstand:2, Birch Armor Stand
bibliocraft:armorstand:3, Jungle Armor Stand
bibliocraft:armorstand:4, Acacia Armor Stand
bibliocraft:armorstand:5, Dark Oak Armor Stand
bibliocraft:armorstand:6, Framed Armor Stand
bibliocraft:bell, Desk Bell
bibliocraft:typesettingtable, Typesetting Table
bibliocraft:printingpress, Printing Press
bibliocraft:cookiejar, Cookie Jar
bibliocraft:dinnerplate, Dinner Plate
bibliocraft:discrack, Disc Rack
bibliocraft:compass, Compass
bibliocraft:maptool, Drafting Compass
bibliocraft:seatback1:0, Oak Seat Back
bibliocraft:seatback1:1, Spruce Seat Back
bibliocraft:seatback1:2, Birch Seat Back
bibliocraft:seatback1:3, Jungle Seat Back
bibliocraft:seatback1:4, Acacia Seat Back
bibliocraft:seatback1:5, Dark Oak Seat Back
bibliocraft:seatback1:6, Framed Seat Back
bibliocraft:seatback2:0, Oak Seat Back
bibliocraft:seatback2:1, Spruce Seat Back
bibliocraft:seatback2:2, Birch Seat Back
bibliocraft:seatback2:3, Jungle Seat Back
bibliocraft:seatback2:4, Acacia Seat Back
bibliocraft:seatback2:5, Dark Oak Seat Back
bibliocraft:seatback2:6, Framed Seat Back
bibliocraft:seatback3:0, Oak Seat Back
bibliocraft:seatback3:1, Spruce Seat Back
bibliocraft:seatback3:2, Birch Seat Back
bibliocraft:seatback3:3, Jungle Seat Back
bibliocraft:seatback3:4, Acacia Seat Back
bibliocraft:seatback3:5, Dark Oak Seat Back
bibliocraft:seatback3:6, Framed Seat Back
bibliocraft:seatback4:0, Oak Seat Back
bibliocraft:seatback4:1, Spruce Seat Back
bibliocraft:seatback4:2, Birch Seat Back
bibliocraft:seatback4:3, Jungle Seat Back
bibliocraft:seatback4:4, Acacia Seat Back
bibliocraft:seatback4:5, Dark Oak Seat Back
bibliocraft:seatback4:6, Framed Seat Back
bibliocraft:seatback5:0, Oak Seat Back
bibliocraft:seatback5:1, Spruce Seat Back
bibliocraft:seatback5:2, Birch Seat Back
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:stockroomcatalog, Stockroom Catalog
bibliocraft:plumbline, Plumb line
bibliocraft:framingsaw, Framing Saw
bibliocraft:framingboard, Framing Board
bibliocraft:framingsheet, Framing Sheet
bibliocraft:testeritem, ItemStack Name Tester
bibliocraft:atlasbook:0, Atlas
bibliocraft:atlasplate, Atlas Plate
bibliocraft:deathcompass, Eternal Compass
bibliocraft:paintingcanvas, Painting Canvas
bibliocraft:bigbook, Big Writing Book
bibliocraft:recipebook, Empty Recipe Book
bibliocraft:slottedbook, Slotted Book
bibliocraft:handdrill, Hand Drill
bibliocraft:tapemeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:bibliochase, Print Press Chase
bibliocraft:printplate, Print Press Plate
bibliocraft:enchantedplate, Enchanted Plate
bibliocraft:biblioredbook, Redstone: Volume I
bibliocraft:biblioglasses:0, Reading Glasses
bibliocraft:biblioglasses:1, Tinted Glasses
bibliocraft:biblioglasses:2, Monocle
bibliocraft:bibliodrill, Screw Gun
bibliocraft:bibliocreativelock, Lock and Key
bibliocraft:biblioclipboard, Clipboard
bloodarsenal:slate:0, Blank Slate Block
bloodarsenal:slate:1, Reinforced Slate Block
bloodarsenal:slate:2, Imbued Slate Block
bloodarsenal:slate:3, Demonic Slate Block
bloodarsenal:slate:4, Ethereal Slate Block
bloodarsenal:blood_infused_wooden_log, Blood Infused Wood
bloodarsenal:blood_infused_wooden_planks, Blood Infused Wooden Planks
bloodarsenal:blood_infused_wooden_stairs, Blood Infused Wooden Stairs
bloodarsenal:blood_infused_wooden_fence, Blood Infused Wooden Fence
bloodarsenal:blood_infused_wooden_fence_gate, Blood Infused Wooden Fence Gate
bloodarsenal:blood_stained_glass, Blood Stained Glass
bloodarsenal:blood_stained_glass_pane, Blood Stained Glass Pane
bloodarsenal:blood_torch, Blood Torch
bloodarsenal:blood_infused_iron_block, Blood Infused Iron Block
bloodarsenal:blood_infused_glowstone, Blood Infused Glowstone
bloodarsenal:glass_shards, Glass Shards
bloodarsenal:block_blood_burned_string, Blood Burned String
bloodarsenal:altare_aenigmatica, Altare Aenigmatica
bloodarsenal:stasis_plate, Stasis Plate
bloodarsenal:blood_capacitor, Blood Capacitor
bloodarsenal:blood_diamond:0, Blood Diamond
bloodarsenal:blood_diamond:1, Inert Blood Diamond
bloodarsenal:blood_diamond:2, Blood Infused Diamond
bloodarsenal:blood_diamond:3, Bound Diamond
bloodarsenal:base_item:0, Glass Shard
bloodarsenal:base_item:1, Blood Infused Stick
bloodarsenal:base_item:2, Blood Infused Glowstone Dust
bloodarsenal:base_item:3, Inert Blood-Iron Ingot
bloodarsenal:base_item:4, Blood Infused Iron Ingot
bloodarsenal:base_item:5, Stasis Plate
bloodarsenal:base_item:6, Swimming Reagent
bloodarsenal:base_item:7, Ender Reagent
bloodarsenal:base_item:8, Lightning Reagent
bloodarsenal:base_item:9, Divinity Reagent
bloodarsenal:blood_burned_string, Blood Burned String
bloodarsenal:blood_orange, Blood Orange
bloodarsenal:blood_infused_wooden_pickaxe, Blood Infused Wooden Pickaxe
bloodarsenal:blood_infused_wooden_axe, Blood Infused Wooden Axe
bloodarsenal:blood_infused_wooden_shovel, Blood Infused Wooden Shovel
bloodarsenal:blood_infused_wooden_sickle, Blood Infused Wooden Sickle
bloodarsenal:blood_infused_wooden_sword, Blood Infused Wooden Sword
bloodarsenal:blood_infused_iron_pickaxe, Blood Infused Iron Pickaxe
bloodarsenal:blood_infused_iron_axe, Blood Infused Iron Axe
bloodarsenal:blood_infused_iron_shovel, Blood Infused Iron Shovel
bloodarsenal:blood_infused_iron_sickle, Blood Infused Iron Sickle
bloodarsenal:blood_infused_iron_sword, Blood Infused Iron Sword
bloodarsenal:glass_sacrificial_dagger, Glass Sacrificial Dagger
bloodarsenal:glass_dagger_of_sacrifice, Glass Dagger of Sacrifice
bloodarsenal:gem:0, Gem of Self Sacrifice
bloodarsenal:gem:1, Gem of Sacrifice
bloodarsenal:gem:2, Gem of Tartaric Will
bloodarsenal:sigil_swimming, Sigil of Swimming
bloodarsenal:sigil_ender, Ender Sigil
bloodarsenal:sigil_augmented_holding, Sigil of Augmented Holding
bloodarsenal:sigil_lightning, Lightning Sigil
bloodarsenal:sigil_divinity, Sigil of Divinity
bloodarsenal:sigil_sentience, Sigil of Sentience
bloodarsenal:bound_stick, Bound Stick
bloodarsenal:bound_sickle, Bound Sickle
bloodarsenal:bound_igniter, Bound Igniter
bloodarsenal:bound_shears, Bound Shears
bloodarsenal:stasis_axe, Stasis Axe
bloodarsenal:stasis_pickaxe, Stasis Pickaxe
bloodarsenal:stasis_shovel, Stasis Shovel
bloodarsenal:stasis_sword, Stasis Blade
bloodarsenal:modifier_tome, Modifier Tome
bloodarsenal:warp_blade, Warp Blade
bloodarsenal:sacrifice_amulet:0, Amulet of Sacrifice
bloodarsenal:self_sacrifice_amulet:0, Amulet of Self Sacrifice
bloodarsenal:vampire_ring, Vampire Ring
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
conarm:helmet_core:0, Wooden Helmet Core
conarm:helmet_core:0, Stone Helmet Core
conarm:helmet_core:0, Flint Helmet Core
conarm:helmet_core:0, Cactus Helmet Core
conarm:helmet_core:0, Bone Helmet Core
conarm:helmet_core:0, Obsidian Helmet Core
conarm:helmet_core:0, Prismarine Helmet Core
conarm:helmet_core:0, End Helmet Core
conarm:helmet_core:0, Sponge Helmet Core
conarm:helmet_core:0, Firewood Helmet Core
conarm:helmet_core:0, Iron Helmet Core
conarm:helmet_core:0, Pig Iron Helmet Core
conarm:helmet_core:0, Knightslime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Magma Slime Helmet Core
conarm:helmet_core:0, Netherrack Helmet Core
conarm:helmet_core:0, Cobalt Helmet Core
conarm:helmet_core:0, Ardite Helmet Core
conarm:helmet_core:0, Manyullyn Helmet Core
conarm:helmet_core:0, Copper Helmet Core
conarm:helmet_core:0, Bronze Helmet Core
conarm:helmet_core:0, Lead Helmet Core
conarm:helmet_core:0, Silver Helmet Core
conarm:helmet_core:0, Electrum Helmet Core
conarm:helmet_core:0, Steel Helmet Core
conarm:helmet_core:0, Boron Helmet Core
conarm:helmet_core:0, Tough Alloy Helmet Core
conarm:helmet_core:0, Hard Carbon Helmet Core
conarm:helmet_core:0, Boron Nitride Helmet Core
conarm:helmet_core:0, Thorium Helmet Core
conarm:helmet_core:0, Uranium Helmet Core
conarm:helmet_core:0, Magnesium Helmet Core
conarm:helmet_core:0, Chocolate Helmet Core
conarm:helmet_core:0, Alumite Helmet Core
conarm:helmet_core:0, Nickel Helmet Core
conarm:helmet_core:0, Invar Helmet Core
conarm:helmet_core:0, Iridium Helmet Core
conarm:helmet_core:0, Blood Bronze Helmet Core
conarm:helmet_core:0, Emerald Helmet Core
conarm:armor_trim:0, Wooden Armor Trim
conarm:armor_trim:0, Stone Armor Trim
conarm:armor_trim:0, Flint Armor Trim
conarm:armor_trim:0, Cactus Armor Trim
conarm:armor_trim:0, Bone Armor Trim
conarm:armor_trim:0, Obsidian Armor Trim
conarm:armor_trim:0, Prismarine Armor Trim
conarm:armor_trim:0, End Armor Trim
conarm:armor_trim:0, Sponge Armor Trim
conarm:armor_trim:0, Firewood Armor Trim
conarm:armor_trim:0, Iron Armor Trim
conarm:armor_trim:0, Pig Iron Armor Trim
conarm:armor_trim:0, Knightslime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Magma Slime Armor Trim
conarm:armor_trim:0, Netherrack Armor Trim
conarm:armor_trim:0, Cobalt Armor Trim
conarm:armor_trim:0, Ardite Armor Trim
conarm:armor_trim:0, Manyullyn Armor Trim
conarm:armor_trim:0, Copper Armor Trim
conarm:armor_trim:0, Bronze Armor Trim
conarm:armor_trim:0, Lead Armor Trim
conarm:armor_trim:0, Silver Armor Trim
conarm:armor_trim:0, Electrum Armor Trim
conarm:armor_trim:0, Steel Armor Trim
conarm:armor_trim:0, Boron Armor Trim
conarm:armor_trim:0, Tough Alloy Armor Trim
conarm:armor_trim:0, Hard Carbon Armor Trim
conarm:armor_trim:0, Boron Nitride Armor Trim
conarm:armor_trim:0, Thorium Armor Trim
conarm:armor_trim:0, Uranium Armor Trim
conarm:armor_trim:0, Magnesium Armor Trim
conarm:armor_trim:0, Chocolate Armor Trim
conarm:armor_trim:0, Alumite Armor Trim
conarm:armor_trim:0, Nickel Armor Trim
conarm:armor_trim:0, Invar Armor Trim
conarm:armor_trim:0, Iridium Armor Trim
conarm:armor_trim:0, Blood Bronze Armor Trim
conarm:armor_trim:0, Emerald Armor Trim
conarm:armor_plate:0, Wooden Armor Plates
conarm:armor_plate:0, Stone Armor Plates
conarm:armor_plate:0, Flint Armor Plates
conarm:armor_plate:0, Cactus Armor Plates
conarm:armor_plate:0, Bone Armor Plates
conarm:armor_plate:0, Obsidian Armor Plates
conarm:armor_plate:0, Prismarine Armor Plates
conarm:armor_plate:0, End Armor Plates
conarm:armor_plate:0, Sponge Armor Plates
conarm:armor_plate:0, Firewood Armor Plates
conarm:armor_plate:0, Iron Armor Plates
conarm:armor_plate:0, Pig Iron Armor Plates
conarm:armor_plate:0, Knightslime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Magma Slime Armor Plates
conarm:armor_plate:0, Netherrack Armor Plates
conarm:armor_plate:0, Cobalt Armor Plates
conarm:armor_plate:0, Ardite Armor Plates
conarm:armor_plate:0, Manyullyn Armor Plates
conarm:armor_plate:0, Copper Armor Plates
conarm:armor_plate:0, Bronze Armor Plates
conarm:armor_plate:0, Lead Armor Plates
conarm:armor_plate:0, Silver Armor Plates
conarm:armor_plate:0, Electrum Armor Plates
conarm:armor_plate:0, Steel Armor Plates
conarm:armor_plate:0, Boron Armor Plates
conarm:armor_plate:0, Tough Alloy Armor Plates
conarm:armor_plate:0, Hard Carbon Armor Plates
conarm:armor_plate:0, Boron Nitride Armor Plates
conarm:armor_plate:0, Thorium Armor Plates
conarm:armor_plate:0, Uranium Armor Plates
conarm:armor_plate:0, Magnesium Armor Plates
conarm:armor_plate:0, Chocolate Armor Plates
conarm:armor_plate:0, Alumite Armor Plates
conarm:armor_plate:0, Nickel Armor Plates
conarm:armor_plate:0, Invar Armor Plates
conarm:armor_plate:0, Iridium Armor Plates
conarm:armor_plate:0, Blood Bronze Armor Plates
conarm:armor_plate:0, Emerald Armor Plates
conarm:chest_core:0, Wooden Chestplate Core
conarm:chest_core:0, Stone Chestplate Core
conarm:chest_core:0, Flint Chestplate Core
conarm:chest_core:0, Cactus Chestplate Core
conarm:chest_core:0, Bone Chestplate Core
conarm:chest_core:0, Obsidian Chestplate Core
conarm:chest_core:0, Prismarine Chestplate Core
conarm:chest_core:0, End Chestplate Core
conarm:chest_core:0, Sponge Chestplate Core
conarm:chest_core:0, Firewood Chestplate Core
conarm:chest_core:0, Iron Chestplate Core
conarm:chest_core:0, Pig Iron Chestplate Core
conarm:chest_core:0, Knightslime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Magma Slime Chestplate Core
conarm:chest_core:0, Netherrack Chestplate Core
conarm:chest_core:0, Cobalt Chestplate Core
conarm:chest_core:0, Ardite Chestplate Core
conarm:chest_core:0, Manyullyn Chestplate Core
conarm:chest_core:0, Copper Chestplate Core
conarm:chest_core:0, Bronze Chestplate Core
conarm:chest_core:0, Lead Chestplate Core
conarm:chest_core:0, Silver Chestplate Core
conarm:chest_core:0, Electrum Chestplate Core
conarm:chest_core:0, Steel Chestplate Core
conarm:chest_core:0, Boron Chestplate Core
conarm:chest_core:0, Tough Alloy Chestplate Core
conarm:chest_core:0, Hard Carbon Chestplate Core
conarm:chest_core:0, Boron Nitride Chestplate Core
conarm:chest_core:0, Thorium Chestplate Core
conarm:chest_core:0, Uranium Chestplate Core
conarm:chest_core:0, Magnesium Chestplate Core
conarm:chest_core:0, Chocolate Chestplate Core
conarm:chest_core:0, Alumite Chestplate Core
conarm:chest_core:0, Nickel Chestplate Core
conarm:chest_core:0, Invar Chestplate Core
conarm:chest_core:0, Iridium Chestplate Core
conarm:chest_core:0, Blood Bronze Chestplate Core
conarm:chest_core:0, Emerald Chestplate Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:leggings_core:0, Boron Leggings Core
conarm:leggings_core:0, Tough Alloy Leggings Core
conarm:leggings_core:0, Hard Carbon Leggings Core
conarm:leggings_core:0, Boron Nitride Leggings Core
conarm:leggings_core:0, Thorium Leggings Core
conarm:leggings_core:0, Uranium Leggings Core
conarm:leggings_core:0, Magnesium Leggings Core
conarm:leggings_core:0, Chocolate Leggings Core
conarm:leggings_core:0, Alumite Leggings Core
conarm:leggings_core:0, Nickel Leggings Core
conarm:leggings_core:0, Invar Leggings Core
conarm:leggings_core:0, Iridium Leggings Core
conarm:leggings_core:0, Blood Bronze Leggings Core
conarm:leggings_core:0, Emerald Leggings Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:boots_core:0, Boron Boots Core
conarm:boots_core:0, Tough Alloy Boots Core
conarm:boots_core:0, Hard Carbon Boots Core
conarm:boots_core:0, Boron Nitride Boots Core
conarm:boots_core:0, Thorium Boots Core
conarm:boots_core:0, Uranium Boots Core
conarm:boots_core:0, Magnesium Boots Core
conarm:boots_core:0, Chocolate Boots Core
conarm:boots_core:0, Alumite Boots Core
conarm:boots_core:0, Nickel Boots Core
conarm:boots_core:0, Invar Boots Core
conarm:boots_core:0, Iridium Boots Core
conarm:boots_core:0, Blood Bronze Boots Core
conarm:boots_core:0, Emerald Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
